"species","lat","long","elev","intercept","confint","slope","confslope"
"ALNGLU",54.5167,9.56667,18,0.117916843503142,-0.0144428405358893,0.00881672439521926,-0.0016996969676614
"BETPEN",47.4,10.2833,810,0.515995320923609,0.28351021891996,0.00483165496897569,-0.00998352761989965
"BETPEN",47.45,12.25,830,0.505882352941176,0.192813629706026,-0.0203208556149733,-0.0916758399576944
"BETPEN",47.5667,10.7,810,0.477484472049689,0.31653246583737,-0.00105872388481084,-0.0130972513843333
"BETPEN",47.5667,12.6833,629,0.70732859124583,0.511042877840182,-0.00684749564652755,-0.0193265266591239
"BETPEN",47.8833,11.0333,700,0.273833222738332,0.121920114204611,0.00026927478530144,-0.0121551031677763
"BETPEN",48,11.1667,560,0.355371900826446,0.172179600389475,0.0131404958677686,-0.00499083967007467
"BETPEN",48.0833,7.63333,220,0.203596650891882,0.0486562047522752,0.00455041863851473,-0.00719963871318502
"BETPEN",48.45,10.2667,450,0.41498447204969,0.257514674572312,0.0103049124788255,-0.00147316057467174
"BETPEN",48.5,10.1167,460,0.394819242812411,0.230102575922597,0.00469684030742955,-0.00770037616685117
"BETPEN",48.7667,8.25,180,0.279635258358663,0.120464926453979,0.0033015407190022,-0.0102602275135896
"BETPEN",48.8,8.31667,150,0.139817629179331,0.00131249199182254,0.0102714600146735,-0.0015295744311499
"BETPEN",48.95,8.4,130,0.199908181314898,0.0526493170040967,0.00671086566116204,-0.00530561971858055
"BETPEN",48.9833,9.58333,290,0.334239130434782,0.178956723613832,0.00494071146245061,-0.00667375404623067
"BETPEN",49.0167,11.1167,560,0.455357142857143,0.294459345571928,0.00162337662337663,-0.0104110962782876
"BETPEN",49.0333,8,160,0.123186788663245,-0.0109516479476595,-0.00334746708324035,-0.0117900073867258
"BETPEN",49.2667,8.08333,270,0.150650384921688,-0.0581989820478322,0.0112821874170427,-0.0235632883917218
"BETPEN",49.2667,8.75,180,0.195263975155279,0.0655082805224408,0.000952851496329758,-0.00875232419434456
"BETPEN",49.3833,10.3333,440,0.270565079832242,0.117193866156862,0.0100480097123096,-0.00127455749899794
"BETPEN",49.4333,10.1167,420,0.423865827482082,0.216614385039519,-0.00478771783024703,-0.0212023327901987
"BETPEN",49.4333,12.5833,530,0.358695652173913,0.202654468956307,0.00197628458498023,-0.00969493418035249
"BETPEN",49.4333,9.88333,370,0.426732673267327,0.219330126562932,0.00919377652050919,-0.0152913939553729
"BETPEN",49.4833,9.76667,250,0.369784172661871,0.200294241359486,0.00287769784172661,-0.010224523992816
"BETPEN",49.5667,8.25,110,0.112175102599179,-0.0492758089585894,0.0077519379844961,-0.0145304047335928
"BETPEN",49.8,9.93333,210,0.441755572903114,0.26387938973636,0.00737271229074508,-0.00597092068580181
"BETPEN",49.8667,11,290,0.446242638777893,0.283939166386823,-0.00318746387041946,-0.0151489653477412
"BETPEN",49.8833,10.0333,260,0.399844720496894,0.240750688552122,0.00645821569734613,-0.00544134320625984
"BETPEN",49.9333,11.2833,400,0.378493788819876,0.228440328128817,-0.00610530773574253,-0.0173286702488191
"BETPEN",49.9833,7.96667,119.5079,0.234193822586457,0.0972270678626302,-0.00101170622638197,-0.0111824003177782
"BETPEN",50.1167,11.6167,370,0.551242236024845,0.39065524432772,-0.000529361942405424,-0.0125405879041446
"BETPEN",50.2,6.41667,450,0.324145962732919,0.170029762748868,0.00427018633540373,-0.00725705184752665
"BETPEN",50.2833,11.7333,610,0.383786162138379,0.221632687115993,-5.49994500054948e-05,-0.0121783060859406
"BETPEN",50.3167,10.2167,240,0.385772913816689,0.159927572024021,0.0123119015047879,-0.0188577169170167
"BETPEN",50.4333,11.2333,720,0.282754298695703,0.072599528733668,0.0163591973156816,-0.00431552262992405
"BETPEN",50.5167,7.91667,320,0.290925805158989,0.109377265199659,0.00938140846841043,-0.0090582528572623
"BETPEN",50.65,10.6,400,0.409035409035409,0.189997366960067,0.0133024869866975,-0.0153150669005565
"BETPEN",50.7167,10.4333,300,0.29738945720834,0.0870669076891426,0.0179998881994522,-0.00764729613878724
"BETPEN",50.7333,6.48333,150,0.363387978142077,0.111131360571707,-0.0220680958385876,-0.0705401595865786
"BETPEN",50.8167,8.78333,200,0.456971677559913,0.284218090506751,0.011437908496732,-0.00381165232463861
"BETPEN",50.8833,9.35,270,0.398191863849288,0.237311323121708,0.00838930825164229,-0.00355714377825301
"BETPEN",50.9167,7.56667,300,0.207290615539859,0.0120975950745731,0.00421291624621596,-0.0141684457825461
"BETPEN",50.9667,8.1,310,0.372233400402414,0.125530089082896,-0.00402414486921528,-0.0449993346092873
"BETPEN",50.9833,6.93333,45,0.0657894736842106,-0.064684505791762,0.00789473684210526,-0.00828856857299483
"BETPEN",51.0167,10.5167,290,0.305214241075834,0.084281283217928,0.00557275832742069,-0.00772520902986555
"BETPEN",51.0333,11.5167,180,0.298221614227086,0.0803510898181176,0.0186958504331966,-0.0113731386249008
"BETPEN",51.1,8.06667,280,0.45352323838081,0.260692036768654,0.00412293853073463,-0.0157660812977044
"BETPEN",51.2333,11.6833,125,0.178266178266178,-0.00486310049662281,0.0092539039907461,-0.0146721316589233
"BETPEN",51.2833,6.36667,45,0.0764587525150905,-0.098652719619296,0.0177062374245473,-0.0113781950380426
"BETPEN",51.6,11.9667,120,0.268680445151033,0.0630520587067254,-0.000794912559618451,-0.0269097437528898
"BETPEN",51.7,10.1667,150,0.258741258741259,0.0198038262422917,0.002997002997003,-0.0395754736356903
"BETPEN",51.8333,13.3333,85,0.279974252964623,0.0677375476672617,0.00943232738345752,-0.0188622015999933
"BETPEN",51.9,6.78333,50,0.115740740740741,-0.0710788720955634,0.0242374727668845,-0.00308573346377474
"BETPEN",52.0667,8.2,75,0.0983606557377049,-0.0879123869905996,0.00819672131147541,-0.027596348811412
"BETPEN",52.1333,11.2,150,0.0450450450450451,-0.125733073982711,0.0132764343290659,-0.018239291035891
"BETPEN",52.1833,7.53333,40,0.203901249619019,-0.0310234813160887,0.0186680889972569,-0.00410688680081472
"BETPEN",52.2333,10.2333,85,0.20542888165038,0.0390520442385066,0.0131409958120056,-0.00250897789156615
"BETPEN",52.2667,9.35,95,0.062374245472837,-0.120079365717573,0.0309859154929577,0.000682020108247212
"BETPEN",52.4333,14.0333,65,0.0321931589537224,-0.140923986962253,0.0390342052313883,0.0102810123243842
"BETPEN",52.6,6.85,15,0.218559218559219,0.0197303384290791,0.0183150183150183,-0.00766218700308556
"BETPEN",52.7333,14.2167,5,0.251301673872183,0.0990645254733855,0.00571800306784546,-0.0053776571279158
"BETPEN",52.75,12.1,25,0.290598290598291,0.08081205365111,0.0148448043184885,-0.0125639913580869
"BETPEN",52.75,12.5833,30,0.259618739493133,0.0471171685684395,0.00497985853395502,-0.0251762422085431
"BETPEN",52.9167,8.81667,40,0.205597770584875,-0.00925484969546678,0.0109566752635314,-0.00872293713281732
"BETPEN",53.15,12.8833,60,0.197118891320204,-0.0218925090367403,0.012764405543399,-0.019832186769187
"BETPEN",53.4667,12.0333,55,0.211127670144064,0.0253353317355826,0.0123046352554549,-0.00728866985918996
"BETPEN",53.75,10.6167,20,0.0527920672237611,-0.107227030064547,0.0442028816833873,0.0235697752492331
"BETPEN",53.7667,11.0333,60,0.00603895424445806,-0.0631645175848357,0.00423025755242978,-0.0036040977489997
"BETPEN",53.9,11.4667,25,0.0854700854700854,-0.0534704782743221,0.00539811066126856,-0.0127546222266257
"BETPEN",54.5167,9.56667,18,0.0784822356882555,-0.0136694857555622,0.000603871076150769,-0.00645692436630397
"FAGSYL",46.0167,15.7,179,0.131219363295208,-0.00318764757283732,-8.97778895013762e-05,-0.0100622222733651
"FAGSYL",47.4,10.2833,810,0.506726457399103,0.311576455628873,0.00672645739910313,-0.006617974389709
"FAGSYL",47.5,11.2833,870,0.560185185185185,0.335818699490497,-0.0288671023965141,-0.0616817071738821
"FAGSYL",47.8,8.03333,920,0.531884742560227,0.362274735753323,-0.00425129900803024,-0.0182167659597623
"FAGSYL",48,10.6,620,0.269445181842315,0.0214553041242848,0.0311919299177064,-0.0101839450022459
"FAGSYL",48.4,9.98333,480,0.361149110807114,0.141647544316836,-0.00182398540811675,-0.032118079659444
"FAGSYL",48.45,10.2667,450,0.208074534161491,0.0694471293890614,0.00508187464709204,-0.0052868673388813
"FAGSYL",48.55,9.38333,410,0.539235412474849,0.306098727119153,-0.0390342052313883,-0.0777561010451367
"FAGSYL",48.7333,13.4833,450,0.12037037037037,-0.0511123419465852,0.00844226579520697,-0.0166378499511761
"FAGSYL",48.7667,8.25,180,0.161094224924012,0.0206893670595792,0.00733675715333823,-0.00462613893603906
"FAGSYL",48.8833,12.6,330,0.234491315136477,0.0912139176578193,0.00294665012406947,-0.00810744107833404
"FAGSYL",48.9,10.9333,550,0.314215008705132,0.187512214809999,-0.0124401737806491,-0.0217877950984447
"FAGSYL",48.9,11.6167,400,0.250776397515528,0.133471452495363,-0.00956380575945793,-0.0183377181802348
"FAGSYL",49.0833,9.88333,370,0.298136645962733,0.153252465720954,-0.00204686617730096,-0.0128835884346525
"FAGSYL",49.1667,10.3333,450,0.509330775488887,0.339480884200288,-0.00504203368721312,-0.0172397977989062
"FAGSYL",49.1667,11.45,400,0.353260869565217,0.198485082429778,0.000741106719367591,-0.0108354657853099
"FAGSYL",49.25,8.98333,240,0.146900476849715,-0.0198813192630553,-0.00323027226580525,-0.027679579881031
"FAGSYL",49.35,7.41667,280,0.261750576967287,0.119949420753995,-0.00473217671171938,-0.0158477220835824
"FAGSYL",49.45,10.3167,350,0.459627329192547,0.304807793061398,-0.00836391869000564,-0.0199437634340315
"FAGSYL",49.4667,11.6,500,0.216396153344067,-0.0047596172834494,0.00330707976154215,-0.0271041232809745
"FAGSYL",49.5333,11.8,390,0.285019168386907,0.0801164584136417,-0.0179887938661162,-0.0430793235455171
"FAGSYL",49.6333,10.95,300,0.305555555555556,0.0849677791468103,0.00163398692810458,-0.0306279646693427
"FAGSYL",49.8667,11,290,0.484264306653916,0.321367567035522,-0.007937100585587,-0.0198223087408899
"FAGSYL",49.9333,7.28333,440,0.360533333333333,0.184019466507024,-0.00293333333333333,-0.0187847465149599
"FAGSYL",50,8.71667,160,0.0706521739130435,-0.0410678208152882,0.0103754940711462,0.00201931224754509
"FAGSYL",50.0167,8.2,135,0.16017316017316,-0.0108998287221081,-0.0173160173160173,-0.0454402434457001
"FAGSYL",50.1333,6.35,360,0.203703703703704,0.0181734994877211,-0.00381263616557734,-0.030947260602742
"FAGSYL",50.15,8.61667,100,0.175050301810865,0.0218596750834216,-0.0181086519114688,-0.0435522301228203
"FAGSYL",50.15,9.33333,220,0.364757206407781,0.111639501491654,-0.0007036362357025,-0.0158235638962546
"FAGSYL",50.2,6.41667,450,0.186723602484472,0.0540074806369604,0.00388198757763975,-0.00604461551411438
"FAGSYL",50.2833,9.91667,500,0.155304981237584,0.0395374746064528,-0.00120944007063499,-0.00975592896711613
"FAGSYL",50.3,10.5667,310,0.426812585499316,0.1988463493451,0.00319197446420428,-0.0282703551883818
"FAGSYL",50.4,11.3833,610,0.0811881188118812,-0.00850576275571011,-0.00594059405940594,-0.0165295189097657
"FAGSYL",50.4167,10.3833,340,0.40139751552795,0.24382442672335,0.010057876905703,-0.00172792190103269
"FAGSYL",50.75,9.46667,280,0.323931052744398,0.152872845566428,0.00554806007035949,-0.00724272482371749
"FAGSYL",50.8,13.4167,490,0.0452149523671358,-0.0773595770677408,0.00207940422650999,-0.00793293687100996
"FAGSYL",50.8667,9.46667,330,0.388198757763975,0.229838725072427,0.00786984754376057,-0.00397481132844772
"FAGSYL",50.8833,9.35,270,0.236413043478261,0.0925401280915262,0.00543478260869565,-0.00532630132606987
"FAGSYL",50.9167,7.56667,300,0.206408414503948,0.0203424834383268,-0.00520634251143418,-0.0207895862198211
"FAGSYL",50.95,10.0333,220,0.314478114478114,0.113914885899433,0.00168350168350169,-0.0189209804115504
"FAGSYL",50.9667,14.05,205,0.217677869925797,0.037578964011363,-0.00157136621562636,-0.012536914406371
"FAGSYL",50.9667,8.1,310,0.424547283702213,0.173732990084783,-0.0084507042253521,-0.0501086909606248
"FAGSYL",51.0167,9.93333,330,0.44526397515528,0.285536119658193,0.00663466967814793,-0.00531229653925265
"FAGSYL",51.2167,7.85,250,0.286633724016825,0.106788734406228,-0.00566014620002451,-0.0210612936016063
"FAGSYL",51.3167,12.1167,105,0.00180375180375178,-0.131081761408932,0.00396825396825397,-0.00448704875949074
"FAGSYL",51.5,11.1167,270,0.277921540213228,0.0948715188952385,-0.00418176172238898,-0.0171176552131014
"FAGSYL",51.6667,7.46667,70,0.0879629629629629,-0.0879653584833365,0.0234204793028322,-0.00230982671649824
"FAGSYL",51.7,10.1667,150,0.202797202797203,-0.0234747002011539,0.00799200799200799,-0.032323798544811
"FAGSYL",51.7167,9.83333,310,0.187719298245614,-0.0253555654325163,0.0197368421052632,-0.0134054090440606
"FAGSYL",52.2167,9.71667,100,0.309165526675787,0.0943964737202402,0.0031919744642043,-0.0264489708672351
"FAGSYL",52.2667,9.35,95,0.251509054325956,0.0283917150937371,-0.000402414486921526,-0.0374601874873801
"FAGSYL",52.3,8.91667,50,0.151657601657602,0.0474254600200196,-0.00587930587930588,-0.0142293365441631
"FAGSYL",52.3167,7.23333,30,0.143638850889193,0.0173496348172695,-0.012311901504788,-0.0297414692103038
"FAGSYL",52.3833,13.05,35,0.245842079767479,0.0919668744403284,-0.0056919102212175,-0.0157492563967541
"FAGSYL",52.4,9.11667,65,0.161479741632414,0.0387648676398107,-0.00397990474326353,-0.015217360940941
"FAGSYL",52.4333,13.0333,40,0.102502622508617,-0.102185661883272,0.00509515959838155,-0.00870492172010326
"FAGSYL",52.7833,13.8333,70,0.252525252525253,0.00870948505716271,-0.0101010101010101,-0.0341248915174507
"FAGSYL",52.8167,12.7833,35,0.351010101010101,0.0943457304921204,-0.0176767676767677,-0.0429666595700651
"FAGSYL",52.9833,8.81667,11,0.34601170950463,0.107823677906652,-0.00568866005065814,-0.0395799314278463
"FAGSYL",53.1333,10.6,50,0.170174149777451,0.0499617221694105,-0.00324100082105354,-0.0119826908130888
"FAGSYL",53.2167,14.3833,10,0.271429329653416,0.0840822375360241,-0.01273817737912,-0.0260965412396564
"FAGSYL",53.3667,9.6,40,0.188034188034188,0.0121603603314399,0.00134952766531714,-0.0216285755625679
"FAGSYL",53.75,14.0667,1,0.0863239573229874,-0.0635710803600985,0.0053963495282603,-0.00431310566923794
"FAGSYL",54.6167,9.98333,10,0.296296296296296,0.105100254637548,-0.0182461873638344,-0.0462094659372954
"FRAEXC",42.8333,19.5167,944,0.339389784024683,0.128706476015877,-0.0139793547404106,-0.0280366278870226
"FRAEXC",47.5,11.2833,870,0.273148148148148,0.0675068663992798,-0.00544662309368192,-0.035522582814703
"FRAEXC",47.5667,10.7,810,0.112125624173323,-0.0126328455747431,0.00886403018589343,-0.000623923204411844
"FRAEXC",47.7167,11.4167,620,0.080794701986755,0.00916609802049476,-0.00397350993377484,-0.00967950439152813
"FRAEXC",48,10.6,620,0.190115557876869,-0.0208362096640722,0.000587582424756835,-0.0342926671840201
"FRAEXC",48.15,12.2833,450,0.0412905017956706,-0.0733693079310947,0.0100101192483978,0.000840668210064335
"FRAEXC",48.2833,12.15,440,-0.0151070336391437,-0.0904541276814612,0.00553516819571866,0.000178792345198356
"FRAEXC",48.4667,7.95,160,0.0601643887986237,-0.0700460950625995,0.00143362324381153,-0.00859741763202303
"FRAEXC",48.55,10.3,440,0.16733131280906,0.0599521072612137,-0.00710981473463528,-0.015397498326601
"FRAEXC",48.5833,12.1833,390,0.0877329192546585,-0.017854569070678,0.00451722190852625,-0.00338027444285987
"FRAEXC",48.5833,9.2,410,0.180555555555556,0.0267048035376662,-0.0130718954248366,-0.0355732579012174
"FRAEXC",48.8,9.4,250,0.0801980198019802,-0.0299889873952712,-0.00099009900990099,-0.0139983657757728
"FRAEXC",48.8333,10.1,430,0.0684016203530695,-0.0638107349552984,0.00831103603940269,-0.00665640041060124
