"x","predicted","conf.low","conf.high","group"
-1.5,0.138152462503405,0.134093458315104,0.142557964498491,"-0.459191120180519"
-1.5,0.442190196068968,0.432391593447689,0.452567760942405,"0.544434894155798"
-1,0.172282544194348,0.168615408979828,0.175744784477216,"-0.459191120180519"
-1,0.404719938379723,0.39740511798222,0.411990608047502,"0.544434894155798"
-0.5,0.212816851146344,0.209734342621322,0.215301619296176,"-0.459191120180519"
-0.5,0.368318648553093,0.363615589976341,0.37328446995891,"0.544434894155798"
0,0.259884573125525,0.257209072135467,0.262592368702508,"-0.459191120180519"
0,0.333401999755892,0.329995816208559,0.336556824315272,"0.544434894155798"
0.5,0.313258239611372,0.308582714921258,0.317273828318537,"-0.459191120180519"
0.5,0.300229167289462,0.296610593855258,0.303413836427121,"0.544434894155798"
1,0.372042221776749,0.364825466244217,0.378819923444688,"-0.459191120180519"
1,0.268990169705596,0.264172798220067,0.273601830202519,"0.544434894155798"
1.5,0.434793624789001,0.425156207754461,0.445358027395732,"-0.459191120180519"
1.5,0.239885743736744,0.233162558314027,0.245726005448367,"0.544434894155798"
