"spp.prop","species","m.index","year","fs.prop","sp.temp","cc","cc.20","fs.tot","spp.tot"
0.176245210727969,"BETPEN",-0.158333333333333,1950,0.144124168514412,2.22958975060824,0,0,14.4124168514412,17.6245210727969
0.365503080082136,"BETPEN",-0.07,1951,0.257902298850575,1.7955907165704,0,0,25.7902298850575,36.5503080082135
0.354929577464789,"BETPEN",-0.495,1952,0.190966719492868,0.927545850019627,0,0,19.0966719492868,35.4929577464789
0.25,"BETPEN",-0.0908333333333333,1953,0.166121112929624,1.5520742515423,0,0,16.6121112929624,25
0.273381294964029,"BETPEN",-0.0858333333333333,1954,0.17004048582996,-0.362314071973624,0,0,17.0040485829959,27.3381294964029
0.427118644067797,"BETPEN",-0.5,1955,0.306558585114223,-0.573915323289245,0,0,30.6558585114223,42.7118644067797
0.250847457627119,"BETPEN",-0.173333333333333,1956,0.151376146788991,-1.64699911371337,0,0,15.1376146788991,25.0847457627119
0.363970588235294,"BETPEN",-0.2425,1957,0.277904328018223,3.31448469770323,0,0,27.7904328018223,36.3970588235294
0.171532846715328,"BETPEN",-0.703333333333333,1958,0.141321044546851,0.400803626474008,0,0,14.1321044546851,17.1532846715328
0.144366197183099,"BETPEN",0.286666666666667,1959,0.146396396396396,2.06677072457484,0,0,14.6396396396396,14.4366197183099
0.202749140893471,"BETPEN",-0.56,1960,0.16,1.40970755758911,0,0,16,20.2749140893471
0.25531914893617,"BETPEN",0.01,1961,0.149768058316766,3.07301914933785,0,0,14.9768058316766,25.531914893617
0.142857142857143,"BETPEN",-0.380833333333333,1962,0.120418848167539,0.718939701789666,0,0,12.0418848167539,14.2857142857143
0.135693215339233,"BETPEN",-0.555,1963,0.0630119722747322,-2.91238171744188,0,0,6.30119722747322,13.5693215339233
0.133956386292835,"BETPEN",-0.178333333333333,1964,0.0662914321450907,-0.226833988398005,0,0,6.62914321450907,13.3956386292835
0.112759643916914,"BETPEN",-0.215833333333333,1965,0.0651486401012018,0.608870110784536,0,0,6.51486401012018,11.2759643916914
0.147058823529412,"BETPEN",-0.49,1966,0.088337182448037,1.42679185930707,0,0,8.83371824480369,14.7058823529412
0.295336787564767,"BETPEN",0.341666666666667,1967,0.24286546301689,2.62757277502313,0,0,24.286546301689,29.5336787564767
0.583732057416268,"BETPEN",-1.03916666666667,1968,0.422427871529668,1.3422615680142,0,0,42.2427871529668,58.3732057416268
0.415,"BETPEN",-0.188333333333333,1969,0.26226826608506,-0.104801887879233,0,0,26.226826608506,41.5
0.130864197530864,"BETPEN",-0.3525,1970,0.0839355197331851,-0.421465249056449,0,0,8.39355197331851,13.0864197530864
0.24455205811138,"BETPEN",-0.0425,1971,0.187991021324355,0.782382075042638,0,NA,18.7991021324355,24.455205811138
0.229468599033816,"BETPEN",0.4875,1972,0.232533333333333,1.74725874613091,0,NA,23.2533333333333,22.9468599033816
0.289293849658314,"BETPEN",-0.159166666666667,1973,0.216049382716049,1.7944546924011,0,NA,21.6049382716049,28.9293849658314
0.16304347826087,"BETPEN",0.111666666666667,1974,0.17025641025641,3.84741222169594,0,NA,17.025641025641,16.304347826087
0.175609756097561,"BETPEN",-0.164166666666667,1975,0.1072,3.03750446543982,0,NA,10.72,17.5609756097561
0.4337899543379,"BETPEN",0.184166666666667,1976,0.395864851235502,1.10611103035578,0,NA,39.5864851235502,43.37899543379
0.404580152671756,"BETPEN",-0.415,1977,0.262389149713093,3.02011394165302,0,NA,26.2389149713093,40.4580152671756
0.3875,"BETPEN",0.275,1978,0.261514028586554,1.47393785306163,0,NA,26.1514028586554,38.75
0.183168316831683,"BETPEN",0.0533333333333333,1979,0.158227848101266,-0.406365497246137,0,NA,15.8227848101266,18.3168316831683
0.198979591836735,"BETPEN",-0.546666666666667,1980,0.132460732984293,0.933990613213269,0,NA,13.2460732984293,19.8979591836735
0.142156862745098,"BETPEN",-0.266666666666667,1981,0.189800210304942,1.69331600374508,0,NA,18.9800210304942,14.2156862745098
0.309462915601023,"BETPEN",0.363333333333333,1982,0.213613724405091,0.886941196433082,0,NA,21.3613724405091,30.9462915601023
0.110837438423645,"BETPEN",0.298333333333333,1983,0.0701852891633914,2.40777759918591,0,NA,7.01852891633914,11.0837438423645
0.270731707317073,"BETPEN",0.228333333333333,1984,0.214166201896263,0.935643035416921,1,NA,21.4166201896263,27.0731707317073
0.151515151515152,"BETPEN",-0.28,1985,0.145051194539249,-1.3339123706398,1,NA,14.5051194539249,15.1515151515152
0.169712793733681,"BETPEN",0.429166666666667,1986,0.109915014164306,-0.606890386183132,1,NA,10.9915014164306,16.9712793733681
0.120320855614973,"BETPEN",-0.2225,1987,0.0590961761297798,-1.70294434200575,1,NA,5.90961761297798,12.0320855614973
0.456852791878173,"BETPEN",-0.0791666666666667,1988,0.368610944076969,2.64555937161478,1,NA,36.8610944076969,45.6852791878173
0.263819095477387,"BETPEN",0.6775,1989,0.155646576945582,4.19872073054501,1,NA,15.5646576945582,26.3819095477387
0.237864077669903,"BETPEN",0.606666666666667,1990,0.17904993909866,4.78214747735753,1,NA,17.904993909866,23.7864077669903
0.349431818181818,"BETPEN",0.250833333333333,1991,0.254426229508197,1.83907223576056,1,NA,25.4426229508197,34.9431818181818
0.288690476190476,"BETPEN",0.5375,1992,0.19783523752255,2.87885401462634,1,NA,19.783523752255,28.8690476190476
0.285714285714286,"BETPEN",0.155,1993,0.170011806375443,2.17227261312767,1,NA,17.0011806375443,28.5714285714286
0.142857142857143,"BETPEN",0.541666666666667,1994,0.100613496932515,3.20583946481289,1,NA,10.0613496932515,14.2857142857143
0.198830409356725,"BETPEN",-0.0933333333333334,1995,0.133583021223471,2.64143099935864,1,NA,13.3583021223471,19.8830409356725
0.408805031446541,"BETPEN",-0.249166666666667,1996,0.275796178343949,-0.544092132212266,1,1,27.5796178343949,40.8805031446541
0.542662116040956,"BETPEN",-0.204166666666667,1997,0.417771883289125,2.59843193425768,1,1,41.7771883289125,54.2662116040956
0.340361445783133,"BETPEN",-0.5425,1998,0.211147540983607,3.89593798213576,1,1,21.1147540983607,34.0361445783133
0.0950920245398773,"BETPEN",0.330833333333333,1999,0.0816191108161911,2.77787791475837,1,1,8.16191108161911,9.50920245398773
0.247557003257329,"BETPEN",0.159166666666667,2000,0.171134020618557,3.19963215452312,1,1,17.1134020618557,24.7557003257329
0.29971181556196,"BETPEN",-0.241666666666667,2001,0.226777706598334,2.44753464527198,1,1,22.6777706598334,29.971181556196
0.56271186440678,"BETPEN",0.00166666666666666,2002,0.325462667517549,3.72661326138214,1,1,32.5462667517549,56.271186440678
