"species","lat","long","elev","intercept","confint","slope","confslope"
"BETPEN",48.45,10.2667,450,0.0299452269282552,-0.594189889976033,-0.0270831464931843,-0.0755532050274769
"BETPEN",48.5,10.1167,460,-0.281875554429241,-0.933096014524658,-0.0154214206836857,-0.0659350458943556
"BETPEN",48.7667,8.25,180,-0.885060865599646,-1.61387703422878,0.0183409079440275,-0.0412984486958119
"BETPEN",48.95,8.4,130,-0.724476009508084,-1.42719547243229,0.00765420447396483,-0.0486675845584623
"BETPEN",48.9833,9.58333,290,-0.263417452081465,-0.895659193616773,-0.0319517620421524,-0.0835795657264315
"BETPEN",49.0167,11.1167,560,0.0858891941601125,-0.537690519144911,-0.0181203165623762,-0.0653373803786201
"BETPEN",49.0333,8,160,-3.12756821712592,-5.31451890475815,0.0288178670729628,-0.0872985088136067
"BETPEN",49.2667,8.08333,270,-1.49895092077519,-2.74114406594659,0.07173905131179,-0.112361858934767
"BETPEN",49.2667,8.75,180,-1.85497439619975,-2.75485127093427,0.0187831292023022,-0.0423256746657233
"BETPEN",49.3833,10.3333,440,-0.831209105289965,-1.51731779321853,0.0186288891251336,-0.0300087952384316
"BETPEN",49.4333,10.1167,420,0.0834732861011262,-0.719456774337631,-0.0272367289594269,-0.0932289983161042
"BETPEN",49.4333,12.5833,530,-0.346360997999172,-0.977655690506248,0.0114266382567773,-0.0353940412952161
"BETPEN",49.4333,9.88333,370,0.138821000181308,-0.652714972577891,-0.00736880735493678,-0.100687373562406
"BETPEN",49.4833,9.76667,250,-0.783106022086745,-1.49878430234463,0.0234470030457376,-0.0297014573656549
"BETPEN",49.5667,8.25,110,-1.26303143699339,-2.30299182938103,-0.0201650261223395,-0.171592550621421
"BETPEN",49.8667,11,290,-0.042459412149796,-0.679124671388844,-0.0182582755167896,-0.0662052940668342
"BETPEN",49.8833,10.0333,260,-0.0963412393412604,-0.719674694438957,0.00409671374933738,-0.0424963392740287
"BETPEN",49.9333,11.2833,400,-0.204374768360928,-0.833823730815931,-0.0307577683609316,-0.0815568493090725
"BETPEN",49.9833,7.96667,119.507936507937,-1.03740398624709,-1.75993472684701,-0.0132472882701527,-0.0701888390139542
"BETPEN",50.1167,11.6167,370,0.426773312480639,-0.209033589809546,-0.0133749926728151,-0.0603320339682993
"BETPEN",50.2,6.41667,450,-1.36182403408096,-2.122225656172,0.0376200916930585,-0.0132662044388401
"BETPEN",50.2833,11.7333,610,-0.506844883747,-1.17658441708555,-0.0351285176734363,-0.0922851315042477
"BETPEN",50.3167,10.2167,240,0.080571067092997,-0.778956615736146,-0.0447605778058137,-0.166341503192103
"BETPEN",50.4333,11.2333,720,-1.50854621934425,-2.57569701715507,0.0689153905996735,-0.021616366170976
"BETPEN",50.5167,7.91667,320,-0.845451346592521,-1.6402511181575,0.0341776197610212,-0.0428156791376695
"BETPEN",50.65,10.6,400,-0.260118739252596,-1.10411174205001,-0.0420840025256454,-0.15866299736258
"BETPEN",50.7167,10.4333,300,-0.157436467686533,-0.992587686092049,0.0310838005381018,-0.0715616823429656
"BETPEN",50.7333,6.48333,150,0.298447486106832,-0.742365075294908,-0.152820944997891,-0.376767669775421
"BETPEN",50.8167,8.78333,200,0.0695863446387827,-0.609692978262494,0.0113265439509288,-0.049108022374403
"BETPEN",50.8833,9.35,270,0.19118604457162,-0.444884290455136,-0.0399973388075687,-0.0900636473116899
"BETPEN",50.9167,7.56667,300,-0.614097890568676,-1.53074391986504,-0.0754138271008801,-0.189213098105035
"BETPEN",50.9667,8.1,310,-0.0906142153765789,-1.04128416970057,-0.0540750130230289,-0.218511984794239
"BETPEN",50.9833,6.93333,45,-1.45724283708249,-2.50909468212902,-0.0499132460451674,-0.20636754586806
"BETPEN",51.0167,10.5167,290,-0.695109738462676,-1.61786187019031,0.00360449193900953,-0.0514964446995464
"BETPEN",51.0333,11.5167,180,-0.733359369902568,-1.64598458400165,0.0275221061636017,-0.0947171250563276
"BETPEN",51.1,8.06667,280,0.038371434736393,-0.698462848173886,0.0229486884038158,-0.0544293033357573
"BETPEN",51.2333,11.6833,125,-0.662971433130959,-1.54796350666117,-0.0351568418077323,-0.159312906343292
"BETPEN",51.2833,6.36667,45,-2.80316323048203,-4.69449378289154,0.19088901309878,-0.0323688412658877
"BETPEN",51.6,11.9667,120,-0.284839198256877,-1.16339620557139,0.00965213024253103,-0.10143545652487
"BETPEN",51.7,10.1667,150,-0.682509263924357,-1.72223182651961,0.0131481966804493,-0.169763475843261
"BETPEN",51.8333,13.3333,85,0.244977179982011,-0.613851229184969,-0.0274505416876886,-0.141783737385619
"BETPEN",51.9,6.78333,50,-1.49442434303351,-2.61526225007527,0.0822910000022698,-0.0616404719238118
"BETPEN",52.0667,8.2,75,-0.85763164644344,-1.979169780124,-0.00922028379543629,-0.227331881330345
"BETPEN",52.1333,11.2,150,-0.590777634165455,-1.7296312230403,-0.052206067042062,-0.276381869087389
