"x","predicted","conf.low","conf.high","group"
-5,0.000196680616393319,0.000129505882624673,0.000282259391923949,"AESHIP"
-5,1.2374781461219e-05,5.91552858698789e-09,0.00227368099891718,"ALNGLU"
-5,0.000342629559515345,0.000232252655757788,0.000473409768418618,"BETPEN"
-5,8.99746894136862e-06,1.79763013539081e-06,2.0651206462744e-05,"FAGSYL"
-5,1.43204398677056e-05,3.68930481754112e-09,0.00299391392684412,"FRAEXC"
-5,2.99076151176118e-05,3.57326280007173e-06,8.50428192989459e-05,"QUEROB"
0,0.000177780919854676,0.00012788105987425,0.000237565516159321,"AESHIP"
0,1.23474285335045e-05,2.81113762693108e-06,3.26550165363003e-05,"ALNGLU"
0,0.000278446423526017,0.000207757616155722,0.00035705171727341,"BETPEN"
0,7.02190950723245e-06,1.67705553807791e-06,1.48527972104871e-05,"FAGSYL"
0,1.21116509629896e-05,1.42173454024724e-06,3.1134001707599e-05,"FRAEXC"
0,7.96836700115995e-06,2.07872547338688e-06,1.74160209421837e-05,"QUEROB"
5,0.000160330769232889,9.47770986472265e-05,0.000229337823507327,"AESHIP"
5,1.18521473773986e-05,1.58497396627277e-10,0.000714310944564852,"ALNGLU"
5,0.000225588959220814,0.000141386830065261,0.000317296726073346,"BETPEN"
5,5.50729422126454e-06,1.09722543688166e-06,1.51973699841124e-05,"FAGSYL"
5,1.00046036502784e-05,5.6921147997584e-11,0.000587287447325626,"FRAEXC"
5,2.0712784487113e-06,1.68976560125129e-07,6.42324776140993e-06,"QUEROB"
10,0.000143219292267768,6.40836860080899e-05,0.000245396608554824,"AESHIP"
10,1.30602938707027e-05,3.2568422257651e-15,0.0353877257098644,"ALNGLU"
10,0.000182570072429407,9.14863932820736e-05,0.000315138683521909,"BETPEN"
10,4.24219866094365e-06,2.13521340708664e-07,1.71258857967325e-05,"FAGSYL"
10,8.73360205203428e-06,8.02879080025709e-16,0.0246166204446861,"FRAEXC"
10,5.4545624067082e-07,8.0202822316008e-09,3.12288926254889e-06,"QUEROB"
15,0.000128634172744199,4.31351585431235e-05,0.000273127146177144,"AESHIP"
15,1.32123726806921e-05,6.69223691212347e-20,0.648588202004087,"ALNGLU"
15,0.000148131695467632,5.46317316768621e-05,0.000312920270334931,"BETPEN"
15,3.2973938434418e-06,5.85232632407619e-08,2.12094727374336e-05,"FAGSYL"
15,7.54583631124339e-06,1.13246981092792e-20,0.538769455371084,"FRAEXC"
15,1.45497575533384e-07,3.80673610380129e-10,1.67865793198611e-06,"QUEROB"
