"x","predicted","conf.low","conf.high","group"
-1.166,0.298885148191176,0.291400571939905,0.306418553940186,"AESHIP"
-1.166,0.360330488522313,0.349983157097086,0.370548415411112,"ALNGLU"
-1.166,0.33353935133795,0.325889946734586,0.341396157769707,"BETPEN"
-1.166,0.0676285349716779,0.0636563532155558,0.0716815215464173,"FAGSYL"
-1.166,0.0454764641123769,0.0414211542424532,0.0497086516305485,"FRAEXC"
-1.166,0.0549557389622153,0.0513994972330519,0.0585651299161096,"QUEROB"
-1.041,0.306084145169313,0.299219825008974,0.31313371556586,"AESHIP"
-1.041,0.364592315046915,0.355115959915295,0.37402954938443,"ALNGLU"
-1.041,0.339164082153245,0.332176320107261,0.346365290307811,"BETPEN"
-1.041,0.07137202316547,0.0675509915174258,0.0752446268303454,"FAGSYL"
-1.041,0.0463517704272225,0.0425901628128814,0.0502971062509626,"FRAEXC"
-1.041,0.0570981031810474,0.053723100429568,0.0605077563046234,"QUEROB"
-0.939,0.312039536753347,0.305673407252661,0.31865459241041,"AESHIP"
-0.939,0.368054724510337,0.359346094212748,0.376764936551216,"ALNGLU"
-0.939,0.343829480074915,0.337281172926089,0.350449547748668,"BETPEN"
-0.939,0.0745655256384745,0.070905699922803,0.0782726058984009,"FAGSYL"
-0.939,0.047097836577769,0.0435770052136775,0.0507572423799584,"FRAEXC"
-0.939,0.0589127226093752,0.0557092742422927,0.0621336409966975,"QUEROB"
-0.811,0.319640445668142,0.313871714493793,0.325586101773492,"AESHIP"
-0.811,0.372456062490049,0.364669106146656,0.380252573338565,"ALNGLU"
-0.811,0.349700515843667,0.343756525197114,0.355691829748831,"BETPEN"
-0.811,0.0787577648657661,0.075345453410657,0.0822455298962078,"FAGSYL"
-0.811,0.0480625580673002,0.0447942571476202,0.0513271485383928,"FRAEXC"
-0.811,0.0612621907421739,0.0582856350723457,0.0642364683560884,"QUEROB"
-0.663,0.328537646060534,0.323499165666134,0.3337553451911,"AESHIP"
-0.663,0.377579633211862,0.37064257396174,0.384403066061309,"ALNGLU"
-0.663,0.356537640723766,0.351421985130847,0.361738796991495,"BETPEN"
-0.663,0.0838787108740639,0.0807362088849505,0.0870807074951285,"FAGSYL"
-0.663,0.0491801336413886,0.0462709686553525,0.0520939340017427,"FRAEXC"
-0.663,0.0640944920604575,0.0613728440459628,0.0667958578645492,"QUEROB"
-0.608,0.331880585787061,0.327086020484662,0.336865274371886,"AESHIP"
-0.608,0.379478551509067,0.37291963087851,0.385861231488078,"ALNGLU"
-0.608,0.359100120228779,0.354225410973144,0.363979707948467,"BETPEN"
-0.608,0.0858622094935701,0.0828169335170939,0.0889642843491233,"FAGSYL"
-0.608,0.0495927228731411,0.046802754172521,0.0523755407121703,"FRAEXC"
-0.608,0.0651737884215611,0.0625276714577676,0.0677338067390234,"QUEROB"
-0.606,0.332004080016533,0.327216741269922,0.336978994345986,"AESHIP"
-0.606,0.379550278801246,0.37299584868274,0.385925348726799,"ALNGLU"
-0.606,0.359190933403512,0.354332346044931,0.36406856347636,"BETPEN"
-0.606,0.0859355629849764,0.0828960227131002,0.0890336898047661,"FAGSYL"
-0.606,0.0496092933953343,0.0468232752948372,0.0523863693262307,"FRAEXC"
-0.606,0.0652131758357164,0.0625721608020627,0.0677703854617172,"QUEROB"
-0.597,0.332549602620736,0.327808224059025,0.337490967663673,"AESHIP"
-0.597,0.379859405048746,0.373351156619075,0.386209845266198,"ALNGLU"
-0.597,0.359611242007778,0.354798118257218,0.364459660479251,"BETPEN"
-0.597,0.0862654101711635,0.0832454163967871,0.0893352967209584,"FAGSYL"
-0.597,0.0496769737984346,0.0469125421696328,0.0524345986488903,"FRAEXC"
-0.597,0.0653906220587882,0.0627690539970394,0.0679243937028323,"QUEROB"
-0.561,0.334750486441204,0.330143626151352,0.339503554348978,"AESHIP"
-0.561,0.381092308122676,0.374842515791247,0.387290894620974,"ALNGLU"
-0.561,0.361286089416509,0.356694456179111,0.365936510645167,"BETPEN"
-0.561,0.0875852286143299,0.0846300430374698,0.090578234145322,"FAGSYL"
-0.561,0.0499587092052643,0.0472819214274422,0.0526117528547393,"FRAEXC"
-0.561,0.0661096953968278,0.0635427686865105,0.0685825260154717,"QUEROB"
-0.556,0.335058956884266,0.330468359990614,0.33977932696266,"AESHIP"
-0.556,0.381263880028706,0.375038327530161,0.387448805692437,"ALNGLU"
-0.556,0.361520443349485,0.356942088588292,0.366141828938408,"BETPEN"
-0.556,0.0877695656990618,0.0848216140552338,0.0907506475656041,"FAGSYL"
-0.556,0.0499976895483148,0.0473347366868317,0.0526345039176761,"FRAEXC"
-0.556,0.0662107677909759,0.0636592989252345,0.0686759749866235,"QUEROB"
-0.473,0.340154510730454,0.335914991266902,0.344429026608082,"AESHIP"
-0.473,0.384166231577823,0.378434184271792,0.389876601427175,"ALNGLU"
-0.473,0.365389974038992,0.361236663271183,0.369686740436078,"BETPEN"
-0.473,0.0908969099986729,0.0880886013490996,0.0937169251369173,"FAGSYL"
-0.473,0.0506465839026341,0.0481664328817346,0.0531060753806129,"FRAEXC"
-0.473,0.0679045000530939,0.0654995671675195,0.0701899140594256,"QUEROB"
-0.468,0.340460772523243,0.336257026635034,0.344698373672762,"AESHIP"
-0.468,0.384342604798058,0.378640589791938,0.390000107811135,"ALNGLU"
-0.468,0.365622883752643,0.361485872313499,0.369911844038805,"BETPEN"
-0.468,0.0910866294192592,0.0882844827474129,0.0938960064232575,"FAGSYL"
-0.468,0.0506879942581536,0.0482133366720279,0.0531372528347431,"FRAEXC"
-0.468,0.0680066754445106,0.0656078437883452,0.0702772959777557,"QUEROB"
-0.464,0.340702395982473,0.336535257102137,0.344916409794734,"AESHIP"
-0.464,0.384488408305607,0.3788026986216,0.390114433608774,"ALNGLU"
-0.464,0.36580947648431,0.361680857672009,0.370066184999871,"BETPEN"
-0.464,0.0912389687241446,0.0884457390714168,0.0940420932415181,"FAGSYL"
-0.464,0.050719688893603,0.0482519012839728,0.0531618883560718,"FRAEXC"
-0.464,0.0680890105628987,0.0657002223084718,0.0703483495096995,"QUEROB"
-0.459,0.341016035053992,0.33686146830098,0.345187497501578,"AESHIP"
-0.459,0.384662058149367,0.379004568901674,0.390261608037546,"ALNGLU"
