"x","predicted","conf.low","conf.high","group"
-1,0.224814746664181,0.217153384559824,0.232334282111297,"-0.459191120180519"
-1,0.292337223178523,0.28219973636237,0.302840633583843,"0.544434894155798"
0,0.259842541810847,0.255957056249605,0.263735895830254,"-0.459191120180519"
0,0.333470475601132,0.329021723584363,0.33815499782292,"0.544434894155798"
1,0.298338566961939,0.288471692674602,0.308220051656776,"-0.459191120180519"
1,0.377314838149189,0.366334522025791,0.388090106228685,"0.544434894155798"
2,0.339858636800672,0.320879619656781,0.359653542285286,"-0.459191120180519"
2,0.423283919300851,0.401644357563128,0.444617774362457,"0.544434894155798"
3,0.384104922586941,0.354866487455441,0.414854341820569,"-0.459191120180519"
3,0.470525070247101,0.438147332732075,0.503157434625408,"0.544434894155798"
4,0.430251899842042,0.390223250588667,0.472212146868116,"-0.459191120180519"
4,0.518202295315035,0.475121530026257,0.562001433548087,"0.544434894155798"
