"species","lowclean","highclean","estclean","Jvar","termclean"
"AESHIP",0.0453400229482218,0.142682524881346,0.0942835459368025,7.8,"nao.z"
"AESHIP",-0.771517114853928,-0.671172716852306,-0.721400923942705,10.8,"mat.z"
"AESHIP",0.14964707741601,0.266327600949859,0.207519980204585,9.8,"dist.z"
"AESHIP",0.57508802135033,0.683535916584293,0.629370639347782,8.8,"elev.z"
"AESHIP",-0.0641643555796098,0.026672526831057,-0.0183528109483957,6.8,"space.z"
"AESHIP",0.527823228332147,0.631942370185176,0.579755686463789,5.8,"cc.z"
"ALNGLU",-0.188480804066806,0.0627004739317155,-0.0613699872564655,7.75,"nao.z"
"aaBETPEN",-0.234756893052155,-0.00355811089428199,-0.119271642856991,7.7,"nao.z"
"FAGSYL",0.32177487848319,0.58295704093302,0.453397219163107,7.65,"nao.z"
"zFRAEXC",0.439242767057998,0.834484738852127,0.637255121389934,7.6,"nao.z"
"QUEROB",0.531502590280278,0.840541004066768,0.685617714561779,7.55,"nao.z"
"ALNGLU",-0.584883148421689,-0.310012665451012,-0.446063144358167,10.75,"mat.z"
"aaBETPEN",-0.833156884920446,-0.598076182315497,-0.715900407592422,10.7,"mat.z"
"FAGSYL",-1.16627566267584,-0.90034310636377,-1.03404593581951,10.65,"mat.z"
"zFRAEXC",-1.15662500951715,-0.709543307016995,-0.933221645203214,10.6,"mat.z"
"QUEROB",-1.540702105404,-1.25020284264819,-1.3944206969725,10.55,"mat.z"
"ALNGLU",0.154717097374093,0.459722873545606,0.306682431334185,9.75,"dist.z"
"aaBETPEN",0.204958652779429,0.482785272148999,0.343961100457812,9.7,"dist.z"
"FAGSYL",0.241287520298252,0.552307872352255,0.3959183187875,9.65,"dist.z"
"zFRAEXC",0.409636092085662,0.888229624484493,0.649550356464087,9.6,"dist.z"
"QUEROB",0.037567370137703,0.40176943181544,0.220379691928172,9.55,"dist.z"
"ALNGLU",0.347758614855618,0.642636696274414,0.495034573776134,8.75,"elev.z"
"aaBETPEN",0.461098374489955,0.713985309855714,0.586964587210847,8.7,"elev.z"
"FAGSYL",0.366061138670856,0.655266252625777,0.510373858316877,8.65,"elev.z"
"zFRAEXC",-0.293876161891751,0.194807935590438,-0.0483361762531019,8.6,"elev.z"
"QUEROB",0.122666076600369,0.458721979863546,0.290831515624207,8.55,"elev.z"
"ALNGLU",-0.176123735841531,0.0591373465172634,-0.0580499207722874,6.75,"space.z"
"aaBETPEN",-0.118541106360033,0.0976540378455529,-0.0104852612860503,6.7,"space.z"
"FAGSYL",-0.240716005982089,0.0046162424945219,-0.117915126510536,6.65,"space.z"
"zFRAEXC",-0.252302067645479,0.128964980461257,-0.0593122764227939,6.6,"space.z"
"QUEROB",-0.194066155818423,0.0947340580651393,-0.0475811067760782,6.55,"space.z"
"ALNGLU",0.543859355973522,0.806113032194915,0.675374405350497,5.75,"cc.z"
"aaBETPEN",0.526842765038836,0.77687301034959,0.651955564082251,5.7,"cc.z"
"FAGSYL",0.100118726592443,0.38334397234214,0.242295354187815,5.65,"cc.z"
"zFRAEXC",-0.101197489586686,0.320939006889404,0.107430967405094,5.6,"cc.z"
"QUEROB",0.06579505180929,0.397824135609002,0.23075656220817,5.55,"cc.z"
"aaall",0.152437093608454,0.409967945295116,0.281651995156361,8,"nao.z"
"aaall",-1.00885998763218,-0.739891803441294,-0.874175458981421,11,"mat.z"
"aaall",0.199635635015191,0.508523779216109,0.354001979862724,10,"dist.z"
"aaall",0.263132677345896,0.558159015132364,0.410706499670458,9,"elev.z"
"aaall",-0.174318904537861,0.0686298653691319,-0.0519494171193569,7,"space.z"
"aaall",0.277206939693259,0.552839254595038,0.414594756616269,6,"cc.z"
"aaall",-1.01833941588474,-0.828047629582333,-0.922017251963864,2,"nao.z:cc.z"
"aaall",0.54681641369059,0.742123288388488,0.6444851176143,5,"mat.z:cc.z"
"aaall",-0.0994603256773864,0.126612707598113,0.0147818661936965,4,"dist.z:cc.z"
"aaall",-0.35366860818537,-0.136422227593899,-0.244682504854599,3,"elev.z:cc.z"
"aaall",-0.132155547442382,0.046045445201667,-0.0437935880201031,1,"space.z:cc.z"
