"x","predicted","conf.low","conf.high","group"
-4.587,0.63429468010323,0.601492436950216,0.667466313401743,"AESHIP"
-4.587,0.426539609381001,0.377928800854446,0.476595755309623,"ALNGLU"
-4.587,0.658904167697864,0.627229768427925,0.689131665501463,"BETPEN"
-4.587,0.446741117385211,0.391233455985294,0.506822874267722,"FAGSYL"
-4.587,0.026772273671941,0.0177634056199418,0.0408248551591343,"FRAEXC"
-4.587,0.1601919659254,0.127370048366883,0.20077449280433,"QUEROB"
-4.374,0.622559654469791,0.590933335990884,0.654696643053327,"AESHIP"
-4.374,0.425330578581199,0.379011697015221,0.473025041737822,"ALNGLU"
-4.374,0.64715567669764,0.616498386814772,0.676515225781503,"BETPEN"
-4.374,0.42535382368484,0.373295704939862,0.482151609632667,"FAGSYL"
-4.374,0.0276889967489534,0.0187138888399257,0.0413879961652139,"FRAEXC"
-4.374,0.155227397427829,0.12455203443808,0.192874873099528,"QUEROB"
-4.319,0.61949501095734,0.588158175809472,0.651357733962257,"AESHIP"
-4.319,0.425021928771131,0.379301156945973,0.472103459851434,"ALNGLU"
-4.319,0.644097496485211,0.613700910248374,0.67321866843804,"BETPEN"
-4.319,0.419887584661681,0.368704965045558,0.475790385727017,"FAGSYL"
-4.319,0.0279289300185637,0.0189691205673732,0.0415303315290913,"FRAEXC"
-4.319,0.153957102599759,0.123859171636716,0.190869263763026,"QUEROB"
-4.182,0.611847072671281,0.581247982501449,0.642976491194033,"AESHIP"
-4.182,0.424241743266659,0.380022548566476,0.469808723127735,"ALNGLU"
-4.182,0.636439041361384,0.606700285001322,0.664932975380927,"BETPEN"
-4.182,0.406378448871368,0.357333185132858,0.460114264740142,"FAGSYL"
-4.182,0.0285307066219797,0.0196207294156474,0.0418869149394243,"FRAEXC"
-4.182,0.150830010118324,0.122120793733865,0.185937200037914,"QUEROB"
-4.103,0.60741587821335,0.577287470381225,0.638103038655398,"AESHIP"
-4.103,0.423773344084566,0.380393684083193,0.468486054568276,"ALNGLU"
-4.103,0.63199353770898,0.602643209239153,0.660110200738026,"BETPEN"
-4.103,0.398619926213826,0.350847101831864,0.451161538395179,"FAGSYL"
-4.103,0.0288914240202545,0.0200064448732315,0.0420938652194311,"FRAEXC"
-4.103,0.149058421579848,0.12112066179961,0.183139138940739,"QUEROB"
-4.025,0.603010300951139,0.573372163393157,0.633263238200485,"AESHIP"
-4.025,0.423312424472681,0.380715240083527,0.467180562874638,"ALNGLU"
-4.025,0.627576876523717,0.598623594614715,0.655324173636718,"BETPEN"
-4.025,0.3910182146123,0.344496717158394,0.442353024794943,"FAGSYL"
-4.025,0.0292475083643704,0.0203945905636123,0.0423137918509006,"FRAEXC"
-4.025,0.147336942597416,0.120147657772745,0.180408416255662,"QUEROB"
-4.023,0.602897197168874,0.573271647688065,0.633138781742575,"AESHIP"
-4.023,0.423301830717262,0.380725227546091,0.467147094560445,"ALNGLU"
-4.023,0.627463227991601,0.598520350451615,0.65520136980112,"BETPEN"
-4.023,0.390824848981041,0.344334603253506,0.442127617481658,"FAGSYL"
-4.023,0.0292564468802468,0.0204046393696376,0.0423194641654187,"FRAEXC"
-4.023,0.147292915032421,0.120123037941389,0.180338811356642,"QUEROB"
-3.961,0.599385580116386,0.570137526888274,0.629271892964725,"AESHIP"
-3.961,0.422955029931708,0.381034888934939,0.466109724954515,"ALNGLU"
-3.961,0.623926455746888,0.595328650325279,0.651384235982263,"BETPEN"
-3.961,0.384851208727379,0.339327189440631,0.435152261990601,"FAGSYL"
-3.961,0.0295370097235847,0.0207207973779997,0.0424955925201061,"FRAEXC"
-3.961,0.145925615967015,0.119361981476356,0.178189244348598,"QUEROB"
-3.953,0.598931715488345,0.569724986261701,0.628771718247571,"AESHIP"
-3.953,0.422908326414416,0.38107485230034,0.465975891968507,"ALNGLU"
-3.953,0.623468553924032,0.594922642514357,0.650890271945818,"BETPEN"
-3.953,0.384086413937038,0.338683652849663,0.434254023271267,"FAGSYL"
-3.953,0.0295737437053437,0.020762121886658,0.0425183497336532,"FRAEXC"
-3.953,0.145745578961309,0.119264084830667,0.177910303300487,"QUEROB"
-3.952,0.598874970460299,0.569674178975823,0.628709176969807,"AESHIP"
-3.952,0.422902575011284,0.381079847834335,0.465959163189245,"ALNGLU"
-3.952,0.623411241175845,0.594871882393819,0.650828503624113,"BETPEN"
-3.952,0.383990854793282,0.338603252644906,0.434141773663524,"FAGSYL"
-3.952,0.0295782943915546,0.020767293118901,0.0425211952041381,"FRAEXC"
-3.952,0.145722969167153,0.119251852632174,0.177875459738428,"QUEROB"
-3.943,0.598365022657735,0.569219553040175,0.628146981393778,"AESHIP"
-3.943,0.422851668134655,0.381124808773231,0.465808607625856,"ALNGLU"
-3.943,0.622894933034871,0.594414950138425,0.650272361005178,"BETPEN"
-3.943,0.383131226315264,0.337880070454855,0.433131832514655,"FAGSYL"
-3.943,0.0296189882027423,0.0208138909749874,0.0425468126292539,"FRAEXC"
-3.943,0.145523740111391,0.119141811651361,0.177562108303998,"QUEROB"
-3.927,0.597456175179932,0.568411041429167,0.627148696236861,"AESHIP"
-3.927,0.422764146213761,0.381204848159774,0.465540968688711,"ALNGLU"
-3.927,0.621983237711311,0.593602222669734,0.649282653795941,"BETPEN"
-3.927,0.381604803940634,0.336596284494962,0.431337757777197,"FAGSYL"
-3.927,0.0296921101866252,0.0208969844108738,0.042592391139911,"FRAEXC"
-3.927,0.145170254892433,0.118946400048504,0.177006108104196,"QUEROB"
-3.879,0.594731611502682,0.565983334716263,0.624147360446574,"AESHIP"
