"long","lat","year","lat.long","pre.bb"
13.8,52.4167,"1950","52.4167 13.8",1.80088884863589
12.1833,51.0167,"1950","51.0167 12.1833",2.26288883830938
-1.067,50.9,"1950","50.9 -1.067",6.7727776263944
-1.2,54.433,"1950","54.433 -1.2",4.42033323453118
10.7667,48.9333,"1950","48.9333 10.7667",1.14699997436255
12.3833,53.75,"1950","53.75 12.3833",1.65844440737532
12.7333,50.85,"1950","50.85 12.7333",1.80733329293629
12.45,50.9833,"1950","50.9833 12.45",1.81633329273512
20.4167,48.55,"1950","48.55 20.4167",-0.935444423535632
10.2333,48.5333,"1950","48.5333 10.2333",1.54955552092029
10.2167,47.6667,"1950","47.6667 10.2167",0.5611110985693
14.0667,52.8167,"1950","52.8167 14.0667",1.56111107621756
12.3833,50.7333,"1950","50.7333 12.3833",0.940555534532501
11.05,51.4333,"1950","51.4333 11.05",2.05155550969972
21.5667,48.5833,"1950","48.5833 21.5667",-0.536444432453977
0.05,50.883,"1950","50.883 0.05",6.3611109689292
11.6167,48.9,"1950","48.9 11.6167",1.53033329912772
10.9,48.3667,"1950","48.3667 10.9",2.24222217210465
13.4833,52.95,"1950","52.95 13.4833",1.60344440860467
12.8,50.4667,"1950","50.4667 12.8",-0.987888866807851
11.9833,52.35,"1950","52.35 11.9833",2.18555550670458
11.25,51.45,"1950","51.45 11.25",1.8476666253681
11.0667,50.35,"1950","50.35 11.0667",0.232222217031651
12.4167,53.8167,"1950","53.8167 12.4167",1.72244440594481
12.7,50.5833,"1950","50.5833 12.7",0.845555536655916
12.6167,51.3333,"1950","51.3333 12.6167",2.34188883654359
10.4333,50.7167,"1950","50.7167 10.4333",1.2124444173442
10.8,50.6833,"1950","50.6833 10.8",0.763888871814642
-1.017,53.033,"1950","53.033 -1.017",5.24588877163414
10.1333,49.8667,"1950","49.8667 10.1333",2.60199994184077
10.1167,48.1667,"1950","48.1667 10.1167",1.8887777355603
13.9167,51.2167,"1950","51.2167 13.9167",1.78411107123312
11.2333,51.7167,"1950","51.7167 11.2333",1.03122219917261
11.3,50.95,"1950","50.95 11.3",1.51122218844377
20.9,48.7167,"1950","48.7167 20.9",-1.04211108781811
13.8333,52.6833,"1950","52.6833 13.8333",1.55388885415677
13.9667,51.8,"1950","51.8 13.9667",1.768333293808
13.0833,53.35,"1950","53.35 13.0833",1.29199997112155
12.2333,50.3333,"1950","50.3333 12.2333",0.176333329391976
14.2167,51.0667,"1950","51.0667 14.2167",1.41611107945856
16.35,48.25,"1950","48.25 16.35",2.06833328710248
0.55,51.25,"1950","51.25 0.55",6.22322208312237
7.7,49.5833,"1950","49.5833 7.7",3.29422214859062
9,49.2333,"1950","49.2333 9",3.47799992226064
7.68333,48.0167,"1950","48.0167 7.68333",4.23522212755763
12.5833,51.6,"1950","51.6 12.5833",2.27755550464822
14.6667,51.1,"1950","51.1 14.6667",1.34277774776436
11.75,52.9,"1950","52.9 11.75",2.29733328198393
10.5667,50.8667,"1950","50.8667 10.5667",1.35799996964633
-4.333,53.017,"1950","53.017 -4.333",6.15399986244738
-2.617,54.45,"1950","54.45 -2.617",4.64611100726244
9.08333,49.9333,"1950","49.9333 9.08333",3.20788881718698
13.2667,52.3833,"1950","52.3833 13.2667",2.16433328495671
12.5,52.75,"1950","52.75 12.5",2.03655551003499
11.0333,53.7667,"1950","53.7667 11.0333",2.42911105681625
13.5333,53.4,"1950","53.4 13.5333",1.13199997469783
11.3,51.9833,"1950","51.9833 11.3",2.34122216989183
13.05,47.7833,"1950","47.7833 13.05",1.57388885370973
-2,53.567,"1950","53.567 -2",4.63299989644438
-0.417,53.85,"1950","53.85 -0.417",5.27488877098593
7.63333,47.6,"1950","47.6 7.63333",3.5845554754345
11.4167,49.5167,"1950","49.5167 11.4167",1.42744441253857
12.9833,52.9667,"1950","52.9667 12.9833",1.74099996108562
13.0167,52.7333,"1950","52.7333 13.0167",1.99577773316867
10.8167,50.6167,"1950","50.6167 10.8167",0.763888871814642
14.0833,47.4833,"1950","47.4833 14.0833",-2.62844438569413
1.2,51.233,"1950","51.233 1.2",5.83611098066386
-1.917,53.867,"1950","53.867 -1.917",4.67688878435228
11.8667,48.2,"1950","48.2 11.8667",1.80599995963275
11.1,49.6667,"1950","49.6667 11.1",1.827111070272
10.0167,49.7,"1950","49.7 10.0167",2.55288883182738
10.3,47.9333,"1950","47.9333 10.3",1.26599997170269
10.2833,47.5167,"1950","47.5167 10.2833",0.754111094255414
6.95,49.3,"1950","49.3 6.95",3.46511103365984
7.15,49.2167,"1950","49.2167 7.15",3.50277769948459
13.8833,52.4,"1950","52.4 13.8833",1.80088884863589
13.3333,52.6333,"1950","52.6333 13.3333",2.09533328649898
11.4667,53.9,"1950","53.9 11.4667",2.19344439541714
10.7333,53.3833,"1950","53.3833 10.7333",2.67922216233694
12.2333,54.25,"1950","54.25 12.2333",2.01077773283339
12.6833,50.8333,"1950","50.8333 12.6833",1.80733329293629
10.25,51.05,"1950","51.05 10.25",1.60188885308388
10.2667,51.1167,"1950","51.1167 10.2667",1.60188885308388
10.7167,50.5667,"1950","50.5667 10.7167",0.748111094389525
-2.017,51.283,"1950","51.283 -2.017",6.37555541305078
-2.55,53.95,"1950","53.95 -2.55",5.2711109932926
-5.717,54.4,"1950","54.4 -5.717",6.23188874959532
8.56667,48.3,"1950","48.3 8.56667",1.68277774016476
12.6667,54.1833,"1950","54.1833 12.6667",1.70033329532792
11.1167,51.5,"1950","51.5 11.1167",2.05155550969972
11.3667,52.0833,"1950","52.0833 11.3667",2.54611105420109
10.9,50.8833,"1950","50.8833 10.9",1.75677773851073
13.25,47.9833,"1950","47.9833 13.25",0.89044442454146
10.8,47.8333,"1950","47.8333 10.8",1.22255552822931
14.25,53.25,"1950","53.25 14.25",1.38111108024087
10.0667,51.3667,"1950","51.3667 10.0667",1.67466662923495
-5.517,54.417,"1950","54.417 -5.517",6.23188874959532
10.6833,49.9667,"1950","49.9667 10.6833",1.82088884818885
12.6167,53.1167,"1950","53.1167 12.6167",1.61844440826939
12.6667,53.5167,"1950","53.5167 12.6667",1.54377774327166
14.0667,51.2833,"1950","51.2833 14.0667",1.83299995902926
10.6,50.3667,"1950","50.3667 10.6",1.51733329941829
10.4833,51.4833,"1950","51.4833 10.4833",1.520999966003
12.5333,47,"1950","47 12.5333",-3.63444436320828
16.1167,48.3167,"1950","48.3167 16.1167",1.91511106830504
-2.75,53.583,"1950","53.583 -2.75",5.50288876588974
9.93333,50.1,"1950","50.1 9.93333",2.26244439387487
10.4167,48.4333,"1950","48.4333 10.4167",2.07966662018249
13.8333,53.55,"1950","53.55 13.8333",1.39799996875227
14.5333,51.0333,"1950","51.0333 14.5333",1.34277774776436
10.85,50.5167,"1950","50.5167 10.85",0.763888871814642
-2.75,52.05,"1950","52.05 -2.75",5.95533320022126
9.51667,47.9,"1950","47.9 9.51667",1.73388885013345
10.9,47.8167,"1950","47.8167 10.9",1.22255552822931
10.8,49.3333,"1950","49.3333 10.8",1.89177773549325
10.2833,47.4667,"1950","47.4667 10.2833",-1.89344440212266
6.76667,49.4167,"1950","49.4167 6.76667",3.46511103365984
6.71667,49.3667,"1950","49.3667 6.71667",3.32777770339615
13.5333,52.5,"1950","52.5 13.5333",2.09144439769702
12.5667,53.7333,"1950","53.7333 12.5667",1.54377774327166
12.1,51.9667,"1950","51.9667 12.1",2.42566661244879
10.25,51.1333,"1950","51.1333 10.25",1.60188885308388
11.0667,50.5,"1950","50.5 11.0667",0.232222217031651
15.5833,45.9333,"1950","45.9333 15.5833",3.03788882098678
-2.033,51.883,"1950","51.883 -2.033",5.8753332020094
-1.55,52.467,"1950","52.467 -1.55",5.63522209626519
-2.483,52.617,"1950","52.617 -2.483",5.67199987322092
9.85,49.5333,"1950","49.5333 9.85",2.53055549899323
10.6,48,"1950","48 10.6",1.20322219532811
12.85,51.35,"1950","51.35 12.85",2.17277772921241
11.15,52.85,"1950","52.85 11.15",2.54644438752698
11.3833,50.9167,"1950","50.9167 11.3833",1.51122218844377
15.9,46.8667,"1950","46.8667 15.9",1.31444441506432
15.7,48.4667,"1950","48.4667 15.7",1.6382221856051
-1.617,52.067,"1950","52.067 -1.617",5.66855542885347
10.1,47.55,"1950","47.55 10.1",0.5611110985693
7.03333,49.4333,"1950","49.4333 7.03333",3.04133326535424
14.25,52.1667,"1950","52.1667 14.25",1.58266663129131
11.7,50.4,"1950","50.4 11.7",-0.114444441886412
21.5167,49.1167,"1950","49.1167 21.5167",-1.28644441569017
16.7,48.2667,"1950","48.2667 16.7",1.69466662878791
20.7,49.4,"1950","49.4 20.7",-2.96255548933728
-1.717,53.883,"1950","53.883 -1.717",5.11688877451751
8.21667,48.05,"1950","48.05 8.21667",1.2221110837948
10.4167,48.6167,"1950","48.6167 10.4167",1.67066662932436
11.6667,50.4833,"1950","50.4833 11.6667",-0.114444441886412
15.5333,46.2,"1950","46.2 15.5333",2.10877773064292
-2.567,52.767,"1950","52.767 -2.567",5.79733320375284
13.55,51.5667,"1950","51.5667 13.55",1.74966662755857
11.6667,53.0333,"1950","53.0333 11.6667",2.23699994999915
9.65,47.2167,"1950","47.2167 9.65",-1.32333330375453
14.3333,46.65,"1950","46.65 14.3333",1.11388886399153
-3.333,55.883,"1950","55.883 -3.333",4.92599988989532
12.7167,49.3833,"1950","49.3833 12.7167",0.683888873602781
11.0833,48.3333,"1950","48.3333 11.0833",1.8952221798607
10.6833,48.5667,"1950","48.5667 10.6833",1.80911107067433
7.16667,49.4667,"1950","49.4667 7.16667",3.04133326535424
11.0833,51.4,"1950","51.4 11.0833",2.05155550969972
-0.133,51.067,"1950","51.067 -0.133",6.14066652941207
1.067,52.383,"1950","52.383 1.067",5.43733321179946
1,52.433,"1950","52.433 1",5.43733321179946
-2,53.967,"1950","53.967 -2",4.67688878435228
8.68333,48.45,"1950","48.45 8.68333",1.68277774016476
11.15,49.7333,"1950","49.7333 11.15",1.827111070272
6.81667,49.3167,"1950","49.3167 6.81667",3.46511103365984
12.3167,54.0667,"1950","54.0667 12.3167",1.81699995938689
10.2333,47.7167,"1950","47.7167 10.2333",0.5611110985693
13.15,50.65,"1950","50.65 13.15",0.116444441841708
1.667,52.417,"1950","52.417 1.667",5.50866654353837
9.4,48.0833,"1950","48.0833 9.4",0.92633331262817
14.3167,51.7833,"1950","51.7833 14.3167",1.68266662905614
13.9,52.25,"1950","52.25 13.9",1.79033329331627
13.1,53.1,"1950","53.1 13.1",1.37399996928871
12.4833,53.0667,"1950","53.0667 12.4833",1.72366662813971
11.2333,52.5167,"1950","52.5167 11.2333",2.43522216779076
10.3167,51.3167,"1950","51.3167 10.3167",1.520999966003
15.0333,48.95,"1950","48.95 15.0333",0.116444441841708
20.3833,49.1833,"1950","49.1833 20.3833",-2.7656666048492
-1.183,51.817,"1950","51.817 -1.183",5.7895554261489
1.167,51.85,"1950","51.85 1.167",5.88088875744078
10.1667,50.1667,"1950","50.1667 10.1667",2.14344439653473
-3.283,51.9,"1950","51.9 -3.283",5.23377766079373
-2.033,52.483,"1950","52.483 -2.033",5.65866654018561
9.56667,49.0667,"1950","49.0667 9.56667",2.54488883200619
12.9,52,"1950","52 12.9",1.95888884510431
10.9167,51.5333,"1950","51.5333 10.9167",1.31322219286942
10.25,51.2333,"1950","51.2333 10.25",1.60188885308388
0.85,52.017,"1950","52.017 0.85",5.54111098725763
-3.267,50.917,"1950","50.917 -3.267",7.04222206481629
0.05,50.933,"1950","50.933 0.05",6.3611109689292
-1.883,52.45,"1950","52.45 -1.883",5.43411098964926
-2.483,52.633,"1950","52.633 -2.483",5.67199987322092
-2.217,52.833,"1950","52.833 -2.217",5.51055543238504
-4.883,55.867,"1950","55.867 -4.883",5.28333321524163
8.8,47.9167,"1950","47.9167 8.8",1.5125555217473
13.4167,51.2,"1950","51.2 13.4167",1.87288884702656
10.0667,50.55,"1950","50.55 10.0667",0.571999987214804
10.9,49.9,"1950","49.9 10.9",2.12244439700411
-2.933,51.083,"1950","51.083 -2.933",7.05933317554494
-4.067,52.117,"1950","52.117 -4.067",6.08411097512063
10.3667,48.4833,"1950","48.4833 10.3667",2.07966662018249
13.8167,51.5833,"1950","51.5833 13.8167",1.67899996247143
12.1667,52.2167,"1950","52.2167 12.1667",1.96133328949412
11.6,50.4333,"1950","50.4333 11.6",-0.114444441886412
11.3833,52.6667,"1950","52.6667 11.3833",2.33233328120162
-3.95,51.117,"1950","51.117 -3.95",6.50999985449016
-3.083,51.133,"1950","51.133 -3.083",6.93088873397145
8.36667,48.7333,"1950","48.7333 8.36667",1.36377774729497
11.1833,50.3833,"1950","50.3833 11.1833",0.232222217031651
0.95,51.783,"1950","51.783 0.95",5.8547776469133
13.25,53.6833,"1950","53.6833 13.25",1.40011107981619
-3.967,50.733,"1950","50.733 -3.967",6.44622207813793
-2.3,50.967,"1950","50.967 -2.3",6.75866651559869
11.15,50.45,"1950","50.45 11.15",0.232222217031651
10.8167,50.2333,"1950","50.2333 10.8167",1.77844440469311
-2.133,52.15,"1950","52.15 -2.133",5.92711097862985
11,50.0333,"1950","50.0333 11",1.35577774747378
9.86667,49.7833,"1950","49.7833 9.86667",2.68499993998557
-4.417,55.833,"1950","55.833 -4.417",5.3174443255903
11.9,52.1833,"1950","52.1833 11.9",2.11899995263666
-3.65,55.85,"1950","55.85 -3.65",4.8497776693768
11.1,50.6,"1950","50.6 11.1",0.730111094791856
10.8,51.7667,"1950","51.7667 10.8",2.41955550147427
7.96667,52.2333,"1950","52.2333 7.96667",4.04977768725819
12.3833,52.1167,"1950","52.1167 12.3833",1.80588884852413
11.85,50.2667,"1950","50.2667 11.85",-0.033666665914158
12.45,52.1333,"1950","52.1333 12.45",1.80588884852413
9.48333,53.6,"1950","53.6 9.48333",3.02122215469264
8.78333,50.0167,"1950","50.0167 8.78333",3.68411102876481
10.7833,49.2833,"1950","49.2833 10.7833",1.89177773549325
10.1667,54.0167,"1950","54.0167 10.1667",2.59788883082155
12.9333,47.95,"1950","47.95 12.9333",2.0067777329228
-2.383,52.167,"1950","52.167 -2.383",5.84166653609524
-0.917,54.267,"1950","54.267 -0.917",4.61277767467416
7.2,50.7833,"1950","50.7833 7.2",4.59999989718199
10.1667,51.8833,"1950","51.8833 10.1667",2.17977772905595
7.33333,50.7667,"1950","50.7667 7.33333",3.70133325060209
9.83333,47.6833,"1950","47.6833 9.83333",1.20344441754536
11.8667,47.7333,"1950","47.7333 11.8667",-0.417444435113834
-2.2,53,"1950","53 -2.2",5.51055543238504
-3.017,54.283,"1950","54.283 -3.017",4.66477767351187
0.25,51.267,"1950","51.267 0.25",6.05077764253236
10.4167,51.7,"1950","51.7 10.4167",1.61922218602979
9.31667,52.8833,"1950","52.8833 9.31667",3.27866659338276
6.88333,49.9833,"1950","49.9833 6.88333",3.28955548202826
7.76667,49.45,"1950","49.45 7.76667",3.19377770639128
11.8833,50.3167,"1950","50.3167 11.8833",-0.033666665914158
10.5,48.85,"1950","48.85 10.5",1.51833329939594
10.6833,50.25,"1950","50.25 10.6833",1.91688884604308
-3.3,53.183,"1950","53.183 -3.3",5.36122210238957
-1.083,54.467,"1950","54.467 -1.083",4.42033323453118
11.6167,50.1167,"1950","50.1167 11.6167",0.330333325949808
14.0333,52.4333,"1950","52.4333 14.0333",1.54188885442499
11.2667,47.3833,"1950","47.3833 11.2667",-2.30811105952081
10,53.0833,"1950","53.0833 10",2.58033327565839
10.0167,51.8667,"1950","51.8667 10.0167",2.17977772905595
12.2667,49.6333,"1950","49.6333 12.2667",0.311666659700374
10.9,49.7667,"1950","49.7667 10.9",2.12244439700411
6.66667,49.75,"1950","49.75 6.66667",2.98455548884554
13.3333,54.3667,"1950","54.3667 13.3333",1.50955552181436
0.583,52.733,"1950","52.733 0.583",5.37833321311822
9.2,52.3333,"1950","52.3333 9.2",3.73733324979742
8.4,52.8667,"1950","52.8667 8.4",3.71344436144249
8,48.1167,"1950","48.1167 8",1.2221110837948
11.4833,50.6333,"1950","50.6333 11.4833",1.096444419937
-2.283,54.517,"1950","54.517 -2.283",3.69766658401738
9.8,53.6667,"1950","53.6667 9.8",2.95799993388355
7.73333,53.4167,"1950","53.4167 7.73333",3.697777695126
7.93333,53.5333,"1950","53.5333 7.93333",3.65011102952477
7.53333,51.0833,"1950","51.0833 7.53333",2.77922216010176
7.35,49.25,"1950","49.25 7.35",3.33244436995851
8.66667,49.4833,"1950","49.4833 8.66667",3.74633324959626
13.75,48.75,"1950","48.75 13.75",0.269666660639147
11.1333,50.2167,"1950","50.2167 11.1333",1.35577774747378
12,50.05,"1950","50.05 12",-0.149555552212728
9.93333,49.8,"1950","49.8 9.93333",2.68499993998557
9.83333,50.2,"1950","50.2 9.83333",2.26244439387487
12.75,52.3167,"1950","52.3167 12.75",2.03155551014675
11.1333,51.65,"1950","51.65 11.1333",1.03122219917261
-1.033,52.983,"1950","52.983 -1.033",5.45311098922458
-3.033,54.3,"1950","54.3 -3.033",4.66477767351187
-3.283,55.9,"1950","55.9 -3.283",4.92599988989532
9.06667,54.15,"1950","54.15 9.06667",2.77755549347235
10.3,52.8333,"1950","52.8333 10.3",2.4216666125382
10.5333,48.7833,"1950","48.7833 10.5333",1.51833329939594
12.5667,47.2333,"1950","47.2333 12.5667",-5.02277766550995
1.217,51.833,"1950","51.833 1.217",5.88088875744078
11.9667,48.7667,"1950","48.7667 11.9667",1.440444412248
12.3333,52.6,"1950","52.6 12.3333",2.12988884128216
11.2,53.4333,"1950","53.4333 11.2",2.34911105860439
16.7333,48.1833,"1950","48.1833 16.7333",1.94255551213606
27.5167,56.1,"1950","56.1 27.5167",-6.72911096070376
23,52.3,"1950","52.3 23",-2.99955548851026
27.25,67.0167,"1950","67.0167 27.25",-13.3852219230392
-2.583,50.783,"1950","50.783 -2.583",6.83622206942075
-2.083,53.683,"1950","53.683 -2.083",4.83122211423599
9.46667,54.2833,"1950","54.2833 9.46667",2.67522216242635
9.01667,53.9667,"1950","53.9667 9.01667",3.0033332662036
9.8,53.3167,"1950","53.3167 9.8",3.02866659897069
7.23333,52.7833,"1950","52.7833 7.23333",4.05422213160329
8.61667,50.15,"1950","50.15 8.61667",3.66788880690518
8.1,49.65,"1950","49.65 8.1",3.68722213980638
9,48.7,"1950","48.7 9",2.4776666112865
9.66667,49.6167,"1950","49.6167 9.66667",2.37022216924363
9,47.7667,"1950","47.7667 9",1.50544441079514
11.2167,49.0833,"1950","49.0833 11.2167",1.58611107565877
13.5667,52.7667,"1950","52.7667 13.5667",1.61944440824704
13.8667,52.0167,"1950","52.0167 13.8667",1.79033329331627
11.1,53.1833,"1950","53.1833 11.1",2.45522216734373
13.4833,48.2167,"1950","48.2167 13.4833",1.36688885833654
16.25,47.4,"1950","47.4 16.25",0.377333324899276
13.5833,52.9167,"1950","52.9167 13.5833",1.61944440824704
13.85,48.1333,"1950","48.1333 13.85",1.76022218287819
10.4667,51.6333,"1950","51.6333 10.4667",1.61922218602979
9.91667,53.2833,"1950","53.2833 9.91667",3.02866659897069
7.76667,49.5,"1950","49.5 7.76667",3.19377770639128
7.58333,49.2667,"1950","49.2667 7.58333",3.28399992659688
11.0333,47.8833,"1950","47.8833 11.0333",1.62644440809058
10.3833,50.4167,"1950","50.4167 10.3833",1.61511107501056
13.0833,53.9333,"1950","53.9333 13.0833",1.62177774152822
11.5333,50.8,"1950","50.8 11.5333",1.81711107049551
16.35,48.2333,"1950","48.2333 16.35",2.06833328710248
-3.083,51.017,"1950","51.017 -3.083",6.93088873397145
-2.85,53.2,"1950","53.2 -2.85",5.95199986696243
-3.3,55.917,"1950","55.917 -3.3",4.92599988989532
16.4569,48.2264,"1950","48.2264 16.4569",2.06833328710248
9.9,54.75,"1950","54.75 9.9",2.73255549447818
9.51667,54.55,"1950","54.55 9.51667",2.60544438620822
10.4833,53.8333,"1950","53.8333 10.4833",2.66611105151888
9.41667,53.3667,"1950","53.3667 9.41667",3.04944437628405
7.28333,52.2833,"1950","52.2833 7.28333",4.20644435042308
7.61667,53.65,"1950","53.65 7.61667",3.68055547328873
7.95,51.8167,"1950","51.8167 7.95",4.33866656968991
8.75,51.9167,"1950","51.9167 8.75",3.18788881763402
8.35,51.6667,"1950","51.6667 8.35",3.93199991211295
8.58333,50,"1950","50 8.58333",3.60522214163923
10.1333,48.9667,"1950","48.9667 10.1333",1.4154444128068
9.28333,48.6833,"1950","48.6833 9.28333",2.71966660587738
10.15,48.6667,"1950","48.6667 10.15",1.54955552092029
8.68333,49.55,"1950","49.55 8.68333",3.76877769353903
8.31667,48.8,"1950","48.8 8.31667",3.35788881383422
12.8333,48.15,"1950","48.15 12.8333",2.01355551054908
11.0167,49.9167,"1950","49.9167 11.0167",1.53011107691046
12.1833,50.0667,"1950","50.0667 12.1833",-0.149555552212728
10.9667,49.0333,"1950","49.0333 10.9667",1.58233329796543
10.3667,50.1833,"1950","50.1833 10.3667",1.83344440346377
10.5167,48.6,"1950","48.6 10.5167",1.80911107067433
13.1833,52.2667,"1950","52.2667 13.1833",2.06888884264562
13.15,53.7167,"1950","53.7167 13.15",1.37511108037498
14.5833,46.4833,"1950","46.4833 14.5833",-1.6446666299055
14.55,46.6333,"1950","46.6333 14.55",0.811444426307248
14.4167,46.95,"1950","46.95 14.4167",-0.621999986097217
-0.7,51.683,"1950","51.683 -0.7",5.84255542496426
-0.583,53.05,"1950","53.05 -0.583",5.32355543656482
-3.783,56.533,"1950","56.533 -3.783",4.05388879827741
16.2464,48.1375,"1950","48.1375 16.2464",1.20811108410772
10.6833,53.8833,"1950","53.8833 10.6833",2.70433327288677
9.13333,53.3333,"1950","53.3333 9.13333",3.25377770505018
7.16667,51.1667,"1950","51.1667 7.16667",3.66099991817027
7.21667,49.15,"1950","49.15 7.21667",3.50277769948459
14.15,51.75,"1950","51.75 14.15",1.76999996043742
15.6833,47.3667,"1950","47.3667 15.6833",-1.29699997100979
29.6,67.7333,"1950","67.7333 29.6",-12.5902219408088
-2.3,51.033,"1950","51.033 -2.3",6.53066652069489
-3.583,52.083,"1950","52.083 -3.583",5.31599988117814
-2.767,56.55,"1950","56.55 -2.767",4.80411100373086
14.25,47.5667,"1950","47.5667 14.25",-0.985888866852555
9.31667,54.7667,"1950","54.7667 9.31667",2.33722216998123
10.75,52.3667,"1950","52.3667 10.75",2.86222215824657
9.8,53.45,"1950","53.45 9.8",3.02866659897069
7.8,53.6333,"1950","53.6333 7.8",3.65011102952477
8.91667,50.1333,"1950","50.1333 8.91667",3.68411102876481
7.25,49.8167,"1950","49.8167 7.25",2.57888883124623
9.76667,49,"1950","49 9.76667",2.01999995484948
9.58333,48.9833,"1950","48.9833 9.58333",2.53033327677598
12.1833,47.6167,"1950","47.6167 12.1833",-0.430333323714634
11.7333,50.2833,"1950","50.2833 11.7333",-0.114444441886412
10.15,48.1,"1950","48.1 10.15",1.8887777355603
11.0167,54,"1950","54 11.0167",2.42911105681625
13.0667,54.2167,"1950","54.2167 13.0667",1.73666662784914
10.2667,50.9333,"1950","50.9333 10.2667",1.01777775502867
14.8333,48.4,"1950","48.4 14.8333",-0.0641111096781161
12.6667,46.8833,"1950","46.8833 12.6667",-3.63444436320828
20.0167,48.8667,"1950","48.8667 20.0167",-4.09011101969
15.4333,47.0833,"1950","47.0833 15.4333",0.95899997856468
0.467,52.583,"1950","52.583 0.467",5.57799987532198
-0.717,53.467,"1950","53.467 -0.717",5.28377765967614
-1.617,54.533,"1950","54.533 -1.617",4.9722221110844
-6,56.517,"1950","56.517 -6",5.30299988146871
16.5667,47.4167,"1950","47.4167 16.5667",1.04955553209616
7.98333,53.4833,"1950","53.4833 7.98333",3.64577769628829
8.73333,49.6,"1950","49.6 8.73333",3.76877769353903
8.11667,48.5167,"1950","48.5167 8.11667",3.43466658989588
11.3,51.3833,"1950","51.3833 11.3",1.8476666253681
12.8833,46.6833,"1950","46.6833 12.8833",-2.67355549579693
23.4,53.7,"1950","53.7 23.4",-3.52766658781717
0.983,52.567,"1950","52.567 0.983",5.33444432521032
-2.75,53.067,"1950","53.067 -2.75",5.77922209304654
-2.633,53.483,"1950","53.483 -2.633",5.82788875862542
-3.317,56.583,"1950","56.583 -3.317",4.41188879027549
16.5347,51.8356,"1950","51.8356 16.5347",0.547999987751245
9.41667,54.1333,"1950","54.1333 9.41667",2.70722216171109
9.11667,53.9833,"1950","53.9833 9.11667",3.0033332662036
8.95,54.7833,"1950","54.7833 8.95",2.49244438873397
9.5,53.1333,"1950","53.1333 9.5",2.92544437905567
8.8,53.5,"1950","53.5 8.8",3.42644436785744
8.56667,50.0833,"1950","50.0833 8.56667",3.66788880690518
9.9,49.0167,"1950","49.0167 9.9",2.10944439729469
10.1167,48.5,"1950","48.5 10.1167",2.1175555082245
12.45,48.35,"1950","48.35 12.45",1.3425555255471
11.65,47.9667,"1950","47.9667 11.65",1.65088885198865
12.6,48.8833,"1950","48.8833 12.6",1.05166664316008
12.1833,49.7167,"1950","49.7167 12.1833",0.965666645082335
14.1167,53.15,"1950","53.15 14.1167",1.39899996872991
13.2833,53.7833,"1950","53.7833 13.2833",1.60311107527879
10.9667,53.5833,"1950","53.5833 10.9667",2.49877772192574
11.3167,53.2667,"1950","53.2667 11.3167",2.241222172127
14.1,46.7167,"1950","46.7167 14.1",0.882333313611646
15.7,47.8,"1950","47.8 15.7",-0.783333315824469
0.433,51.667,"1950","51.667 0.433",5.91455542335494
-3.917,51.967,"1950","51.967 -3.917",6.08466653066377
18.9167,42.3833,"1950","42.3833 18.9167",3.56144436483996
9.51667,54.8,"1950","54.8 9.51667",2.42955550125076
