"distance","lon","lat"
26493.6129158549,16.4390444718744,47.6820372025814
8271.21825696048,16.0210583249876,48.3180402289095
10039.0814045793,15.3918105714691,48.6932904768338
22059.503700919,13.6183577160579,47.5440220373359
16900.6004952312,16.5509777069092,47.7473640441895
8607.44025362961,15.9318866603933,46.8893020651208
6385.78733709033,16.4454511820969,47.6847682706161
15191.703424054,13.6820671719471,48.005107808326
18490.6075791138,13.4093751907349,48.3941421508789
11782.5808311476,15.8098647805908,46.9521909702045
41732.5590752329,16.4212894439697,47.6744651794434
23995.1542532172,16.4343738555908,47.367431640625
4547.77807179093,16.3178616569053,47.1119282748856
6061.73498953933,16.4751139605529,48.2826014072989
18878.9557351313,15.2609728076442,48.0811018117849
8190.46121476189,16.3326340076184,48.324463345375
3958.9390390171,15.7072360876156,48.50532409714
13936.1237216991,15.7389214258515,48.230932853055
6751.43340066741,15.6665433597949,48.516930121323
16.1032486069793,11.3779760857111,47.2710290259482
16146.8135554262,16.3547263279472,48.3179884771409
20435.5724329947,16.3794026800812,48.3107493101763
1182.7279683025,13.9603439650708,48.7081413931184
11502.7795590313,15.6642908028871,48.5175720003149
16690.0824784036,16.4212894439697,47.6744651794434
17964.2994621381,16.44287109375,47.3995132446289
7184.09986295077,16.3975941866673,47.1994605816801
2037.16882680804,16.3977795464945,46.9984625688468
8943.41441227061,15.6127102890923,47.0532167078703
5026.26385579936,15.9899371433316,48.7866851935448
16301.6146995742,15.4877951058305,47.1168527574855
16512.3352743825,15.1643003042841,48.0504471099182
4046.27217828393,15.8576439085923,48.2677080323442
3962.55001133181,15.7456124754865,48.233010125655
2880.23278559606,16.1888941944326,48.7423091444781
16751.8939364718,13.3634607838251,48.1558242959553
6555.18883426115,14.329788002753,48.3625307347985
1480.45110447559,13.2120553221825,48.2268287563139
8773.77467279319,13.0499869587743,47.6043394539545
16499.3587135063,16.3874703088325,48.3083809590676
603.865507607713,13.0292723520058,48.2547156625212
14734.4889359074,15.419838763358,48.1312222723042
24512.5005945754,14.6913080215454,48.5992164611816
18966.3305585456,15.3113000907117,48.0970138828626
14052.6676992124,15.6882322102935,48.2151779697889
2907.34923831285,16.5640040964216,48.7911325168568
428.043279504402,16.8314145849839,48.6296784166585
6274.47552458241,16.5154286998255,48.4682975891204
2042.79144960845,16.44287109375,47.3995132446289
4324.53094455521,14.207750053987,47.8304280313357
19646.6025545405,13.6805499350264,48.005829731714
14807.8801895712,16.2871125099182,48.3377863283783
3539.2752306393,15.6065469802986,48.6815734639886
24066.8836157548,15.5062192667932,47.1074849926992
15417.3194595062,17.0247384453208,47.8760853274995
2660.45310960237,15.9045137459082,46.9034339899557
2571.43027014539,16.5715078273503,48.6950034806204
10816.2403019441,15.0482180729522,48.0134816371917
17849.9198311499,16.4212894439697,47.6744651794434
22614.2608805775,16.2706755809988,47.0599638363214
11743.0297878135,16.5332691635585,47.6332601683692
10152.3347018235,13.6751947402954,48.5230484008789
11114.3597902473,14.2818797181063,48.1549733347011
21233.2043999061,16.3219887565956,47.1164675601656
13554.6607721861,11.7328387392317,47.0593490439648
19744.4270550311,14.9716959860517,47.3767301726994
23234.3360845144,16.3113334823747,48.3307005771654
1439.39889904541,14.9940168022741,47.9961632643254
17210.308507523,15.2513563615135,48.0780577308381
7770.53156526036,16.3776212997241,48.6361515112034
5533.03927331651,15.8621629122113,48.6670966709636
9272.90525382346,16.0852907713211,48.3965539166722
8461.24228709772,15.8331025454654,46.9402358649884
22475.0229481706,16.44287109375,47.3995132446289
18881.2887448698,16.3623929840475,47.1608582934543
4120.96364544828,16.4686716168865,47.0392198974988
13246.0361986785,13.1695496232323,48.2466914160674
7005.87833839135,12.8744245597343,47.9625614201529
2275.16508900124,13.8015695271762,48.7323270205329
36654.9021083699,16.4212894439697,47.6744651794434
16932.1825020786,16.2604853154045,48.3455678514986
32125.7311240787,16.4597711767291,48.2871210486213
30561.9529525785,15.9619538727814,48.2998741242454
16882.2586643894,16.5763279894096,47.7493777427316
15983.387988013,13.6592133211922,48.0159777378362
9778.82073256501,14.3696410888024,48.5338938592438
11676.0920645815,14.2621942406727,48.0691917448346
10505.5608955852,15.2127147389963,48.0658139903281
28475.6235471416,15.0176860187345,48.0037306228949
10602.0758678027,12.9285778297747,48.2157756679533
10781.1023408584,14.3234156255821,48.3350214722349
3628.83374544345,12.9535160064697,47.890625
5549.7392881143,12.1418308792823,47.6162490559621
3586.25440638052,15.7499934555116,48.4931079708214
17157.6018955811,14.8197895497345,47.9402417409897
17371.0588372792,14.9864606802687,47.9937459777911
15550.809016653,15.5575070378059,48.1743987200571
13562.1504415582,15.6623894697923,48.2071333581459
5309.68175024109,15.5078856696716,48.5619930886996
2329.9209821602,12.197710001962,47.7015868899628
23582.3220166413,11.5054387646526,47.1953167359868
6666.68192237235,14.2951186459222,48.2125004187229
10414.7939210173,16.3347144120474,48.3238538668134
31755.5559192904,16.4212894439697,47.6744651794434
12959.6644791649,15.6220452494028,48.5295989338592
10745.2056482505,14.9979298915104,47.9974148201296
5731.42425750067,16.43212890625,47.6562995910645
17995.5154932119,13.2729624504414,48.1983128625741
15575.3720994144,14.2575490694198,48.0489075536413
9173.16607158013,15.4045770853653,48.1264211602007
7675.45917146158,12.9541988372803,47.8077621459961
31922.6642601147,15.4138068962907,47.1544090039461
42214.2232956924,15.4612632120058,48.1442390870843
16674.4508793214,15.4897660729591,48.15318304315
5148.88117065294,15.4970164362081,48.565069301336
35692.8823307928,16.4212894439697,47.6744651794434
1274.25492714475,15.6705660161803,48.6780017626277
2518.86768227547,15.2191911326222,48.9539428559789
6717.74077514096,15.9798538964024,48.3053803769242
516.514101465764,16.4144698407799,48.4378570344594
1562.73918508638,14.893398405189,47.9639149326898
662.746671341219,16.7706168860966,48.5446839240577
2188.35828933606,15.5828809029077,47.0684390431624
5106.92517483631,15.1394275265579,48.042540910206
3314.53645225035,16.1871856984657,46.9677222883847
12614.0185814598,16.44287109375,47.3995132446289
4794.8881105767,14.3649621283739,48.5138355970993
2137.56715820222,13.8003906943291,47.9486835590474
3932.07183236366,13.4476836079165,48.5235487302818
4546.93306517769,12.9359954925106,48.2186492188359
4321.84954456024,14.2598838495382,48.0591049236613
17396.1187936895,13.6751947402954,48.5230484008789
11292.6239927331,13.0535625707373,47.6484769253285
4872.78069762445,10.5941004759299,47.1733946829978
748.450973548184,15.6225949279672,48.1947293610108
14094.8815882564,15.9047108279422,48.2822388086308
