"lat","long","distance"
52.4667,9.88333,119560.592734653
52.5333,9.75,112167.181297837
52.5,10.7167,130429.062345248
52.5,10.5833,126606.741039643
53.3667,10.3,36796.4307173189
53.2333,9.66667,35563.5858413526
53.1333,11.1833,87766.5452516566
53.1,11.1,92617.0088128342
53.1167,9.41667,52391.8730717818
53.2,9.2,49620.9785461149
53.6,9.48333,4557.49018267953
52.4167,7.98333,106391.353580907
52.5167,7.68333,87473.9971263629
52.6667,7.95,80910.358229657
52.3167,7.23333,103338.700395829
52.6667,7.48333,67220.4267318154
52.7,7.3,61065.1325442596
52.3333,8.26667,115157.852307463
51.9,9.85,182551.815231013
51.9833,10.2667,175886.094409289
52.3167,11.0167,158071.637961055
52.1833,10.9333,168567.786182132
51.8833,10.55,190898.117581125
52.7333,8.28333,71090.8492380026
49.95,12.25,433241.777038229
49.9833,12.45,428433.262397344
49.3833,12.7167,402506.844300397
50.3167,11.9167,386574.646024505
49.9167,11.3833,417382.633641728
49.9333,11.2833,413855.550621773
50.0333,11.3,403341.691740673
50.15,11.1333,387927.826488527
49.25,10.8333,423248.53554334
50.1667,10.0833,371410.633230345
50.1167,10.7833,386676.192400385
49.95,10.6,403089.470883781
50.2167,10.6333,374026.079817758
50.0833,10.5667,388078.986661897
50.3,10.5667,364185.522853622
50,9.41667,378903.651547952
49.8667,9.5,394511.780051872
49.8333,9.46667,397781.405894891
49.7,10.0167,420276.688529726
48.45,10.2167,363564.513628113
47.9333,10.8333,291714.38413142
51.7833,14.3167,202829.033485935
53.0333,14,74189.6547283939
52.75,14.2667,96867.010265936
52.5167,12.7167,163613.743992723
52.9167,13.7167,93925.7604344467
52.9833,13.35,97340.1959747083
52.65,12.6167,154865.217511571
52.8167,12.7833,133181.876003208
49.4667,9.58333,425227.283696898
49.1,8.85,404172.146254718
47.9,8.5,386002.775169046
47.7333,7.95,372271.371191375
48.75,11.4333,354801.713586513
47.8667,12.65,235603.380658297
47.7167,11.4167,252306.400044739
48.5167,11.7667,321914.626634772
47.4833,11.1,237908.471156354
48.05,11.1,295502.650088061
49.3,12.9167,392137.16647064
48.4,13,291864.833297676
48.75,13.8,329349.250448995
49.1167,12.3167,376755.290055826
49.4667,11.6,426348.35253737
52.2333,7.38333,113305.04224436
52.0333,7.83333,141601.55623667
52.15,8.8,135907.822003106
51.4,7.91667,211119.805175633
51.3667,8.38333,221740.232804871
51.0167,7.98333,253755.102807059
50.75,9.26667,294862.609802643
49.7833,8.98333,369638.845278127
49.65,8.93333,374354.652336522
50.3167,8.85,336603.658058105
50.6,8.96667,308518.135861285
50.6167,9.38333,310934.985551646
50.6833,9.56667,306407.980238154
51.0167,9.05,263181.406224372
51.2167,9.38333,245701.953061556
50.9667,9.51667,274948.03484952
50.7333,9.75,304285.615910867
51.1667,9.66667,256415.948167868
51.0167,9.93333,278236.047736589
51.3,9.03333,231827.166417507
51.15,9.05,248502.245312599
51.25,8.95,236529.936860792
51.1833,9.81667,258027.017544576
51.2667,9.96667,253166.107192882
51,9.06667,265184.428191803
50.3333,8.35,302782.370390587
50.4333,8.36667,299856.619308219
50.3333,9.51667,343691.858237161
53.8333,10.7167,18365.5533709141
54.4833,9.05,2490.48764106945
54.2833,9.16667,13789.4894886468
54.0833,9.65,32685.8969459418
54.5167,9.56667,18128.2765453182
53.6167,10.4167,39569.3179716535
52.1,10.1667,161990.499933298
51.8333,9.45,181364.692878442
52.5833,9.75,106608.158277224
52.95,11.1,107367.631038535
52.9333,11.1167,109405.610784691
52.9667,10.4667,76917.2838808816
53.0833,10.5833,71633.6676636687
52.95,10.8333,93974.8214694273
53.2667,8.6,11998.9780475035
52.5,7.3,83212.1444778184
53.1167,7.95,36890.9215165231
53.0833,8.81667,37014.1582288072
51.5167,6.31667,140338.962907243
51.1167,7.4,215402.414445856
49.5333,11.6833,431867.008649158
50.15,11.0667,386883.811789866
50.05,11.15,399037.305716722
50.0833,11.2333,396796.381760229
49.3833,10.1833,457371.822157686
49.1167,10.5,421021.627714932
49.0667,10.5667,413801.428060989
49.5833,11.2,447556.318530288
49.0333,10.8667,400432.843664114
50.1667,10.1667,373138.457788668
50.2833,9.91667,355679.559522525
49.8,10.1,411000.532232172
49.7,9.25,391478.817807786
49.9,10.05,399326.575834921
47.8833,10.6167,293962.594607088
48.1667,10.1167,339891.341061167
53.95,10.25,34578.6747475348
54.8,8.81667,8898.62466840886
52.75,8.83333,71172.61840337
52.9167,11.35,110306.367550856
53.1167,11.2,89369.3284600137
53.0167,10.6833,81624.1926861127
53.15,7.93333,34220.4197342061
48.8,10.2667,396811.599039639
49,9.76667,433112.814699883
48.6,10.1333,381193.079591457
48.9333,9.26667,439575.218172421
49.6667,9.51667,410156.445986238
48.0667,8.53333,404391.952431184
48.0167,10.9667,295958.899118857
48.0833,10.8167,307359.842404081
48.6167,11.5667,337419.832926817
48.8833,12.6,348128.014693672
48.9,11.8333,361078.974095948
49.25,12.9833,386327.105468903
49.6333,11.7833,440855.295542363
49.5167,12.4667,419225.799421722
53.6833,11.6333,27370.6283925209
51.85,6.61667,154302.206567907
52.4333,8.38333,103233.184320556
51.7333,8.71667,181371.719752025
51.3333,7.86667,217606.986983306
50.5333,9.4,320269.426596282
51.2167,8.98333,240504.098661181
51.0333,8.81667,259557.343407045
51.1667,8.9,245327.80336184
50.9667,8.86667,267238.701818561
50.9333,9.55,279127.565839929
50.8667,9.76667,290373.657020891
51.4167,9.53333,227092.252903771
51.45,9.48333,222521.052306593
50.6167,9.9,319718.780182561
51.1333,9.55,257641.038613404
51.0333,9.9,275705.007091693
51.2,9.71667,253976.814447195
50.1333,8.91667,348684.39068756
50.9167,8.53333,271657.035055321
50.9167,8.48333,271653.651660001
50.8833,8.56667,275398.443473438
50.2167,9.03333,351415.409174314
50.4667,8.58333,313123.191169931
49.95,12.2833,434131.588969275
49.95,12.4667,431538.073497155
49.8,12.3,450080.92760412
49.5667,12.3833,425513.292882442
49.9,11.5833,422949.449215489
50.25,11.4,381910.06113282
50.1,11.3833,397666.707396545
49.0667,10.3167,422151.602637531
49.2,10.65,424078.094027848
48.9333,10.7667,393811.829409378
49.1333,11.0833,403983.931816752
49.5833,10.6,443568.165734419
49.5,10.4167,449322.220361786
50.2,10.0667,367522.465554441
50.0833,10.7667,390147.544938863
50.1,9.8,373370.299396055
50.3333,10.35,358696.813972142
50.0167,10.2833,391556.866011754
49.8167,9.98333,407099.793872324
48.45,10.2667,361847.581698404
48.85,10.5,394691.900762559
47.9,10.7167,292161.362894012
48.0667,10.2833,323960.687383164
48.9833,10.5167,407494.388399757
52.4333,12.5,178112.984665309
52.8,13.9667,98146.0163153941
52.2,13.2,180976.554817335
52.6167,12.8833,148326.482695947
52.9667,12.0833,112518.200538221
53.7167,13.15,46412.3411541139
53.2833,11.55,69591.0078655221
51.2167,7.85,230091.640005317
49.9667,8.93333,357560.789668532
50.5667,9.45,317305.081634177
51.2,9.9,258320.619639448
50.9,9.75,286488.175783477
50.8667,9.7,289047.729081216
51.55,9.53333,212999.745191722
51.45,9.41667,221205.866852706
50.9667,8.71667,266483.272884599
51.1667,8.83333,244868.792473931
51.1333,8.8,248374.649653325
50.5667,8.28333,289429.205244498
49.65,7.16667,271452.844438341
49.45,7.76667,318631.343156498
49.3,9.96667,456418.017585626
48.75,8.86667,430394.651785177
49.2,9.58333,440919.939573689
48.8,9.68333,416746.834862977
48.5167,9.85,383409.912078786
48.8,9.51667,423117.623455454
48.4,11.75,310102.334578219
48.1833,12.4333,273100.97507345
47.8333,11.15,271798.898702606
49.0833,12.8833,368245.091900346
49.4667,11.8333,421995.962431864
49.3,11.8,404616.318676591
49.0333,11.4833,383018.693821902
49.3833,12.4833,404353.107171823
49.4333,12.4833,409872.725390904
54.3667,10.1833,971.324337844638
53.9167,9.51667,12442.9002751155
52.0833,9.56667,158977.256911464
51.5333,9.95,223516.22782011
52.2167,10.1667,149148.846789611
53.0333,10.8833,90222.8078080008
52.9667,11.4,104601.364835482
53.35,10.6667,59494.9399206733
53.2333,10.2833,45760.9996274687
53.0167,10.2833,65913.7290746485
53.15,8.93333,36819.6354207214
52.55,7.95,92495.3806027831
52.2,8.35,129291.647845951
50.9833,7.4,217585.1598436
50.7667,6.31667,151238.952755891
54,13.7667,1667.70107448237
48.6333,10.0167,388511.008244591
48.8,9.06667,437687.46674562
49.25,8.73333,387211.115720721
49.3833,8.88333,387327.247265546
49.45,9.16667,400377.154470223
48.2,8.71667,407263.660218846
47.7833,12,239370.221092382
47.45,11.2667,229285.12571588
48.2,10.9333,315649.267506794
47.9667,10.9667,290887.550081218
48.35,12.45,291078.203825071
47.8167,12.6833,229730.828673022
47.7333,11.2833,257717.018610353
48.6333,12.5,321548.01453271
48.8333,13.2333,338927.964655977
48.85,13.3333,340330.951244222
48.5667,13.5833,308437.607504423
49.6167,11.8167,438496.457275087
49.8,11.65,434967.155140472
49.75,11.7333,442000.336749434
50.3167,10.9833,367501.061294577
50.3167,12.0167,389175.688344646
49.2833,10.7833,428142.599818825
49.0167,11.1167,391108.172909924
51.9333,13.8667,191624.1041799
52.4667,12.85,163968.618075037
50.6667,8.96667,301136.296007952
51.5,9.6,219769.517893124
51.1333,9.41667,255268.646648761
51.2833,8.86667,232182.339350488
50.6167,8.35,292297.75582992
49.9667,6.53333,213954.474307889
49.25,7.35,312341.93951177
54.1667,10.05,18545.9260298103
52.6,8.83333,87206.1443860808
53.2333,10.1167,39387.2596918463
53.0833,9.85,50908.031255449
52.0333,10.5,173885.111035272
54.1167,10.1667,23176.9168281435
52.7833,8.71667,65526.7026542196
52.7833,9,72074.5539877405
51.5333,9.61667,216671.010253927
52.7333,10.2333,93997.2754594142
53.0333,9.9,56688.3381559384
53.6167,9.31667,12943.3080491247
53.4,8.86667,23982.5386747152
52.9,7.3,39041.231666093
53.35,7.18333,1630.16187634964
53.25,7.7,23006.9721298172
53.25,7.58333,15609.445466348
53.5833,7.9,11714.0467614241
49.9833,11.6167,414736.748421299
50.25,11.3333,380629.251234308
50.45,11.2667,357922.758245466
50.2,11.7833,395482.315914683
50.1667,11.5,392800.614533404
49.45,10.9667,439747.328903774
49.15,10.8833,411627.444671184
50.0667,9.35,370829.683305261
50.2,10.7667,377342.196513175
48.4,10.6,346074.673457303
48.8167,10.9833,375043.744278652
48.4333,10.4167,355217.544845479
49.5,9.81667,438090.497407567
48.7833,9.8,410842.46014725
49.4,8.73333,377339.296942599
49.5167,9.43333,413038.269488157
49.3667,8.95,392360.707499458
48.55,8.73333,435246.0356398
47.9833,8.8,385717.849101036
48.0833,11.8167,275425.277946489
48.4333,11.6667,315732.979094184
48.6167,11.4667,340133.70569489
47.9833,12.1333,257059.15678878
48.9333,11.8667,363975.075954676
49.5333,11.8,429764.457079165
49.3167,12.3,398899.459735969
49.5167,12.4167,419681.054032576
51.85,7.55,157095.414277998
50.9167,8.36667,271234.140530391
50.7,9.1,298565.120447998
50.1167,8.91667,349425.783484075
50.55,9.66667,322486.220096431
51.2167,9.96667,258309.697242312
50.8833,8.91667,276808.122597045
51.05,9.71667,269851.079298608
51.3833,9.15,224093.647473117
50.7667,9.4,294799.606254371
50.1667,7.55,259567.41972803
49.75,6.7,239590.992930212
51.7333,7.66667,171247.327896099
50.9667,8.5,266087.635324775
50.8,8.33333,283049.105921362
50.45,9.3,328161.220453476
50.1667,8.31667,308127.838530402
50.3,7.3,236773.054378472
50.3333,11.1167,367810.443946159
49.9667,10.8833,404335.903556132
49.9333,10.85,407586.923578938
49.8167,10.8667,420574.7733679
49.95,11.1667,410151.634273755
50.25,11.5,383925.00847483
49.7667,11.55,436579.591741146
49.0333,10.9667,397290.752782775
49.0167,10.35,416081.510946473
49.55,11.0333,448280.757817958
49.6333,10.2333,431416.41775912
50,9.2,373253.031212917
50.05,10.7167,393246.595743574
50.0667,9.65,374651.418250172
49.7833,9.18333,382846.13957975
49.5,9.93333,440563.428616362
49.6833,9.91667,420410.748302976
47.5667,10.7,260224.569028666
47.7,10.35,286803.605101686
47.5667,10.2167,280588.149794743
51.4333,13.2167,258333.569239886
52.1167,12.3833,208603.003568679
52.2833,14.0833,150268.432012156
52.1,13.1833,191748.389560261
52.75,12.5833,146987.719054556
53.8667,12.4,31807.4791666613
54.1667,10.5667,17367.7799547477
53.6667,10.6167,37580.7883340441
51.9667,9.61667,172145.248523291
52.8167,9.93333,80896.6087468808
52.6333,7.93333,83672.7961219205
53.2833,8.16667,14152.9416967397
52.65,8.11667,82984.7486609174
50.95,7.53333,227476.090484192
49.1167,10.0833,434365.694678372
49.4833,9.9,441863.083403179
49.5333,9.31667,404818.329735424
47.6333,13,206813.684652051
47.85,12.8167,232161.107306285
47.9333,11.4667,271305.805721298
48.9167,13.3833,347581.231571327
49.6333,11.55,445156.803664221
49.5833,12.3667,427505.530330774
49.9667,11.3333,411108.162699887
50.0167,10.9333,399509.74154397
49.3833,11.3667,422579.604566457
48.8167,10.65,386560.026940809
47.55,10.1,284564.000125955
52.7333,14.2167,99467.6209432101
48.6667,10.15,387219.758739039
49.4667,9.05,392246.157055499
48.4167,9.43333,391298.150563035
47.9333,9.63333,339710.361824201
48.55,11.05,346386.366103748
47.95,10.95,289718.659358659
47.8,11.0167,272495.806215619
48.8667,13.4,341980.358284189
49.3167,12.85,394309.250103966
49.5167,12.65,417755.776233849
53.5,13.0833,62403.3506249146
52.15,7.33333,122215.030213491
51.8833,8.26667,164897.477391533
51.2333,8.66667,236687.023193203
51.1167,8.46667,249413.415419669
51.4333,9.48333,224298.186193467
50.8167,9.8,296377.919574945
51.3833,9.51667,230295.729731645
51.0833,9.63333,264603.519808337
50.9667,9.1,269187.940248865
50.1333,7,228276.118968228
49.9667,7,239360.365815535
53.6333,9.85,8374.63296607372
51.95,10.1167,178114.151345323
51.6667,9.63333,203210.160850883
51.7667,10.1833,198904.159788099
52.4167,10.7167,138771.066511702
53.3,10.0167,29761.7452389743
53.05,11.3667,95432.3737750425
53.0667,8.93333,43272.6397035802
51.15,7.15,197606.597798544
50.0667,12.1833,419413.838538281
50.0333,11.9667,417350.498653496
50.0167,11.9667,419086.499105033
49.3167,11.3333,416379.744592851
47.75,10.1667,299209.596809254
53.65,11.1833,32722.3807685858
54.15,9.28333,18271.6768034492
52.6333,10.0833,102484.881281977
53.3333,9.88333,23436.5668038592
53.0833,11.0667,94981.7052137856
53.3333,8.48333,3092.38597940534
48.8167,10.2,400570.734622048
48.7333,9.3,425687.896155098
49.1833,8.75,392705.24526401
49.0167,13.2833,359040.162036993
50.65,6.2,149570.891023766
51.3333,8,219703.133438724
51.25,8.16667,231699.63787536
51.0167,8.15,256424.890390045
50.4667,9.31667,326522.220796214
50.9833,8.96667,266125.069920988
51.2833,9.23333,236151.601337819
50.5667,8.6,310654.403592911
50.3,11.6167,381131.482548745
50.2167,11.5667,388865.46478995
49.35,10.6,440617.968441881
49.0333,10.6,409374.698688287
48.9,10.9333,384974.527525355
48.9333,10.9833,386710.459660431
50.3,10.4667,363279.034868105
47.5667,10.75,258329.611323494
47.7167,10.2167,294017.481772998
52.2333,12.4333,197314.16681818
51.4,7.18333,199061.009587522
49.9,8.85,355583.191502722
50.6333,8.83333,304016.016161743
50.4833,9.33333,324900.314589837
50.5333,9.33333,319420.667000733
50.55,9.85,325833.839994091
50.9,9.4,280293.397647812
50.7833,8.33333,284839.031856854
54.4,9.25,17524.8565237394
52.8,10.0833,84267.166023061
52.25,10.8167,158473.014933645
49.0167,8.98333,417568.261989382
48,8.6,396787.737938625
48.0333,12.05,264256.87581329
49.15,11.6667,391193.747842737
48.8833,9.65,425974.158982955
49.5167,9.68333,428151.550152912
47.8,11.65,251812.737782265
47.7333,11.8667,238106.815095857
48.5667,11.75,327572.868884762
49.0167,12.1,368851.917112773
49.3,11.2833,415863.724991574
52.0833,7,129879.082424483
52.1,8.3,140677.466971801
51.7667,9.06667,181140.136745622
51.1833,8.43333,242039.375193244
49.7167,8.76667,360226.137932883
51,9.36667,268925.078939394
50.95,9.21667,272339.904823752
50.1333,9.1,360733.381843701
50.1167,7.95,287296.74404344
49.6167,12.35,431351.328636936
50.2,12.0833,402992.110321442
50.15,11.9667,405173.582335062
48.55,10.3,370663.36973693
54.3333,10.3833,9024.92463836061
54.55,9.51667,22266.9615353984
51.7167,10.6167,209995.700464579
49.9833,12.0667,425049.0167625
49.9833,9.56667,382591.079686564
47.4,10.2833,262908.249523241
53.8333,13.7667,3970.63610974796
50.3833,6.73333,197155.871019421
51.2,8.53333,240140.978261674
51.2667,8.51667,232713.81393308
51.0167,8.41667,260594.089869999
51.35,8.7,223841.664107183
50.9333,8.58333,269857.166772335
50.4833,8.26667,291285.57905211
50.6167,8.3,288906.841202406
47.8333,10.8,282745.973624112
47.7667,12.75,223534.367139532
47.7167,11.0833,261989.67990459
47.8333,11.4167,263428.679516142
48.3667,13.1833,287548.328577204
49.3167,11.95,403806.019138148
49.5167,12.6167,418017.207680763
54.7667,9.16667,18015.5208326501
54.2333,9.66667,29084.5203574573
54.7833,8.95,14152.3099977184
53.15,8.2,28569.8899382624
51.0333,7.46667,221271.269919315
52.25,9.45,138819.155520016
51.7167,10,203303.927888895
53.2167,8.98333,35603.9441784004
52.1,10.4333,165547.893949101
52.1333,7.73333,128963.779570452
51.3667,8.81667,222604.967827645
51.1667,9.78333,258989.708869533
50.9833,9.33333,270252.939982103
50.2,6.41667,190593.967404447
50.05,11.2167,400119.277083613
50.15,11.7,398838.619302903
50.35,11.65,376610.93242177
50,10.1833,391222.82441283
47.8833,10.5333,296967.03848554
47.85,10.4167,298171.820376038
49.4,9.91667,449874.386021969
47.9167,11.5333,267346.449763068
49.25,8.98333,401826.754890064
48.0667,8.46667,404648.69848679
47.85,10.9,281215.965905673
47.8,10.9333,275123.215714798
49.8333,12.05,440306.851630096
49.5167,12.55,418541.014463597
50.8167,8.35,281579.800941086
50.15,8.06667,292952.029074439
54.4,9.6,17690.05301678
52.1333,9.25,145294.038934869
49.8667,11.7167,429232.342955027
50.2833,11.6167,382896.305245961
49.6,11.2167,448907.828566664
49.3667,11.2667,423247.000396886
49.6,10.2,434355.041902546
47.7,10.6,276808.054177672
50,11.7833,416551.159027063
49.7,11.5,442820.390579612
50.9167,8.1,266395.461693621
49.25,12.3167,391382.571208971
54.35,9.21667,16881.1992827559
53.0667,9.31667,60119.101336224
52.3,8.48333,117752.586946845
50.95,9.06667,270692.221949814
50.5667,7.96667,268140.853039495
49.55,12.4167,423353.37765483
49.4333,12.5833,409064.749919527
50.2333,11.7167,390431.282033308
50.0833,11.9833,412539.376253991
49.2667,10.9333,421943.783751325
47.6167,10.8,261349.38955195
47.5333,10.2667,275353.89018517
47.55,10.0333,287757.152286155
48.0167,11.7333,270965.374352468
47.7833,11.3333,261551.736823912
48.65,13.6333,317751.881437922
49.2,12.0333,389807.711839115
49.8167,12.1167,443674.251235424
50.3833,11.8833,378807.567928797
50.2667,11.4833,381802.019176271
50.1333,12,407752.144157931
49.8667,9.9,400275.589195114
47.7,10.2333,291782.320264342
47.7667,10.5,287017.796886822
50.5667,6.26667,158253.809086189
48.9833,9.46667,442395.473168022
49.55,9.63333,423189.895900862
48.9333,13.4333,349309.359211139
48.9333,13.5833,349204.146520505
48.75,13.8167,329423.805165726
49.7333,12.0667,447446.442780501
49.0333,11.9,374076.064824779
51.1,9.71667,264548.58646587
51.3,8.96667,231164.350741177
51.3,8.61667,229135.335003147
50.4333,11.2833,360029.162439336
49.45,10.6,450605.312738535
49.2167,12.5167,385666.635752235
48.2167,11.2667,306120.383323117
48,11.3333,282610.249058494
47.85,11.0167,277533.347874616
48.5833,13.7333,310580.258791285
50.2167,8.45,314436.775920616
47.7833,11.8333,244204.034554515
53.6667,10.2,27945.4454646656
48.9333,13.4667,349254.157994577
49.7167,11.9,448010.499468317
49.7833,12.3167,450035.199058024
48.5833,9.7,395532.747142035
47.8,11.6833,250690.724139626
47.8833,11.0333,280387.548877319
50.05,12,416427.977953101
50.35,10,350173.945679272
50.45,10.2333,344725.338101699
51.1,8.5,251258.164453912
47.9333,8.16667,391878.587136246
49.2333,8.46667,373096.783168614
49.7667,9.61667,406933.189648613
52.4,9.45,124174.452122658
48.35,10.8333,333902.829007309
48.6333,10.6167,369169.21890267
49.65,10.4167,433349.560811222
49.45,10.3167,452674.553674707
47.4333,10.2833,265799.893633438
48.1667,12,279510.052716881
48.0667,12.7667,256513.868092168
49.1667,9.91667,444632.698555923
47.75,11.3833,256772.956656276
48.8667,13.4667,341849.061374326
50.05,8.08333,299217.366260649
50.0167,6.28333,197447.235507273
53.0333,9.83333,56438.5771512779
52.9833,10.0667,64160.0358524665
48.8667,10.1167,408228.551651594
47.8833,12.1833,245332.183687902
48.4667,10.1,369315.509665348
51.4667,9.48333,220745.244246791
50.35,8.53333,314219.083733833
49.6167,9.05,383493.950034699
48.2833,11.1667,316167.102480777
52.7,8.5,73233.8836006389
52.7667,9.55,87959.6068881038
47.75,10.3,293509.981281551
49.1167,9.73333,445710.521931015
51.6,10.55,221530.494446228
48.8,9.93333,407736.869250692
50.1,9.73333,372294.539633387
50.3833,9.43333,337105.040189954
50.1,11.8833,408348.738108864
49.7,19.1,516872.354057305
51.1,21.8,399335.303584665
51,18.4,374250.056237405
49.7,18.7833,517046.360161915
52.8,18.1,180209.236913277
52.3,23,315904.3997488
49.4,20.7,561246.785430797
54.2,21.7,87375.4363249646
53.8,17.2,83280.5738562317
53.7,23.4,197351.204621169
49.4,21.8,578319.095290087
46.8167,15.6667,188736.350030827
47.9,14.1167,238225.622725529
47.05,15.1833,185586.766486869
46.7833,15.95,196777.236585492
47.6167,15.9833,272808.350057428
48.2833,14.3667,283689.448149839
48.1506,16.2692,332023.356438682
47.55,16.0833,272499.617781565
48.2667,15.1333,299783.080918098
48,14.7667,261981.084282798
48.3,16.4136,351716.032842544
47.85,16.5333,319961.297020328
48.3,14.2833,284233.956143716
48.0167,14.9667,269345.486906418
47.2667,12.75,168556.458982349
47.6333,13.15,206217.100877205
47.0833,9.91667,255701.112740693
47.6667,16.1333,284505.948443876
48.05,12.8833,253752.312545246
47.4614,13.2592,186872.276970442
48.6,15.95,360169.521195961
48.15,16.8333,359501.001526993
47.8667,15.8667,288684.715008225
48.5667,13.5167,308439.19433362
47.85,13.35,229249.93166082
48.0833,13.6167,254724.293023843
47.4833,14.4833,200727.452346128
47.3,11.5,206936.774595921
48.15,13.5667,262094.781043257
48.1667,13.2667,264835.121948634
47,12.5333,143756.788190659
47.45,16.2,269916.593864787
48.0667,16.7,345949.688259505
48.1,15.4167,292342.123297859
48.7833,15.2833,357031.303314894
48.7,15.95,369833.11364047
47.8833,14.25,238387.919316671
46.7833,15.5333,180819.8730098
47.85,15.0667,255671.82424236
48.3,13.4333,278915.384661897
47.1525,13.5072,151224.47353737
47.4333,11.7,214308.627482872
48.2333,13.35,271785.598207127
47,12.6333,141533.708121713
48.75,16.65,402232.395463432
47.2333,13.2,161688.936225297
47.2333,13.35,160912.476528445
47.7333,13.5167,215775.785776584
48.4333,14.9667,312315.481664228
48.0833,13.15,256239.21077634
47.95,13.4167,240073.131442105
47.7167,13.2833,214891.171964452
47.8,13.1167,224817.339298036
47.6667,12.4,217687.694734836
47.8,13.7833,223877.254016239
47.9333,16.2167,310839.463250738
47.3,14.3667,178557.841667969
50.9,10.0167,292440.450482501
49.55,12,428373.859195958
52.9833,8.28333,44249.3659668648
51.5,6.51667,153801.192248925
51.2,6.45,148347.295192338
50.9333,8.76667,270399.259574231
49.6833,8.45,342713.719256219
48.7667,8.25,396634.445384204
48.4,13.4,290118.320074015
50.1,8.76667,340406.167347421
49.8,8.6,345183.639595208
49.7167,8.86667,366455.852028524
50.5333,8.33333,293950.428875123
49.4167,8.4,356704.52335405
47.9667,7.83333,399369.078391425
50.8167,7.15,204713.496126643
50,9.06667,364578.637010024
50.15,9.88333,369400.558965809
49.3667,8.76667,381458.003705704
48.4667,7.95,407134.836739208
47.75,9.36667,337567.274611106
52.1333,8.55,136327.741139482
49.7333,8.61667,349987.607813571
50.7333,8.81667,292836.061903817
50.2333,8.61667,324606.07391943
50.3,7.6,255705.53161734
49.45,10.1167,449004.862854338
49.6833,10.0333,422367.611764329
49.6667,10.0667,424744.584947397
52.15,9.73333,154830.514871844
53.0667,11.0833,96484.385554065
52.2833,8.03333,121073.210778562
47.9667,7.7,401312.872038661
48.3833,11.4167,317782.603683937
48.6667,13.4667,319612.424494622
49.8667,11.9,433264.739830523
51.0833,6.01667,120210.520086105
51.9167,7.73333,152256.583878498
49.7833,8.81667,359662.439414026
49.9833,8.66667,339636.629203166
51.0333,9.83333,274161.833371499
51.3667,8.98333,223974.342119303
50.1,8.3,310340.602236467
51.6,8.81667,196777.025960938
52.0833,8.81667,143416.635189909
51,8.36667,262374.985776762
49.8333,8.75,352768.984412457
51.2833,9.06667,234025.124627152
50.5333,7.03333,208124.163164404
51.4333,14.2167,242255.572010907
51.4167,6.81667,173671.28558627
49.7667,9.51667,405018.778145348
47.8667,8.2,384229.714519298
50.1,9.65,371025.85598653
49.8,10.35,415989.630437945
48.95,9.43333,440508.953415682
49.1167,8.41667,378644.83326354
49.25,8.88333,395949.171391676
47.85,12.35,238351.780046418
52.1,6.96667,128267.280126021
49.7167,9.1,381108.215664993
50,8.58333,333471.987590872
49.8,6.68333,234784.228392822
50.4333,7.83333,264570.513977963
49.9667,8.05,301692.243065677
52.2167,9.4,140649.953918813
52.2167,9.65,147739.867516231
52.2167,9.63333,147830.52188664
51.7333,10.1833,202593.330910971
52.9,10.9,101085.297056826
51.8833,10.5667,191193.171933037
53.1833,8.5,19451.3854849605
51.4167,6.88333,178300.515594881
49.6833,10.5,431627.59465721
49.8333,10.1667,408699.948086185
48.3667,10.9,333721.586569599
48.05,10.5,314416.336677387
52.5667,9.3,103021.700313639
52.5167,9.7,114198.296995569
52.5667,10.1333,110384.884066433
48.6167,9.53333,405320.45756451
47.7167,7.66667,374716.183485182
47.6833,8.16667,364302.083738775
48.5667,11.2667,340948.456565073
50.55,6.55,176662.887060349
52.0833,7.23333,129302.885779237
51.6667,7.63333,178142.708046521
51.6333,7.51667,180677.373580585
51.7667,7.35,164841.113361033
51.95,9.08333,161510.511295054
52.1667,8.56667,132643.146109498
50.8667,9.46667,284935.034884218
49.7667,11.35,432994.066057628
49.5167,11.4333,435167.8130742
49.7333,10.6,427003.456911422
49.6833,10.3,427384.018022775
50.1833,10.1,369981.114448887
52.6333,13.5,128626.686742591
52.2667,12.45,194183.291698572
51.4,8,212515.881118198
50.6167,8.86667,306035.377279984
50.0167,8.78333,345454.657137289
50.75,9.81667,303820.633421947
51.35,9.08333,226897.624313657
50.2333,9.35,352524.710630965
50.3167,8.15,290378.220777558
54.2667,10.1667,6625.372509908
52.5,8.9,99125.0356415956
51.8,10.0333,194207.731232308
51.7333,10.25,203192.129463721
52.4833,10.1,119137.302565518
52.4833,10.4833,125799.885072551
51.8167,10,192198.157155957
51.9833,10.5167,179555.772819492
52.1833,10.85,166176.540169039
49.0833,9.96667,434694.748922538
48.8333,9.11667,438076.946095874
49.0667,9.56667,446691.211919221
48.3833,7.76667,406221.071957102
48.9667,12.6833,356694.511937018
48.65,11.8333,334455.35686852
49.2833,11.4667,409722.694546252
50.3667,10.8,359493.574985536
49.5667,10.8833,448209.505867835
49.2667,10.4667,436832.977810042
49.3667,10.95,431668.741519749
50.3333,10.0333,352633.102773388
49.9333,9.96667,394231.650470329
48.7833,10.5333,386913.624847977
53.6833,13.25,41888.279609322
49.05,9.1,421973.462795275
48.7833,8.65,416212.208338661
48.2,11.8667,286243.029876939
48.7833,11.2833,362436.783417788
48.7667,11.9667,344167.230102171
48.8333,12.7333,341540.151627706
51.1167,7.75,239761.939393333
49.6667,8.65,355903.257552761
