"CULT_ID","PLANT_ID","BBCH","N","meanyr","description","sci_name","cult_name"
0,338,10,2,2013,"First leaves seperated (mouse ear)","Solanum tuberosum","no specification"
0,227,100,31,1976.96774193548,"Harvest","Pyrus communis","no specification"
0,780,60,254,1986.08661417323,"Beginning of flowering ","Laurus nobilis","no specification"
0,154,65,289,2013.01038062284,"Full flowering","Cardamine","no specification"
0,157,60,100,2013.05,"Beginning of flowering ","Castanea sativa","no specification"
0,157,65,103,2013.01941747573,"Full flowering","Castanea sativa","no specification"
0,157,94,107,2013,"Autumnal coloring of leaves (50%)","Castanea sativa","no specification"
0,157,13,116,2013.04310344828,"Leaf unfolding (50%)","Castanea sativa","no specification"
0,157,95,109,2013,"50 % autumnal leaf fall","Castanea sativa","no specification"
0,157,87,92,2012.96739130435,"Fruits ripe for picking","Castanea sativa","no specification"
0,440,51,35451,1995.417590477,"First flower buds visible","Zea mays","no specification"
0,781,87,150,1987.89333333333,"Fruits ripe for picking","Olea europea","no specification"
0,223,81,41,1978.46341463415,"Beginning of ripening","Prunus cerasus","no specification"
0,229,65,1078,2001.12894248609,"Full flowering","Ribes rubrum","no specification"
0,164,95,9,2013,"50 % autumnal leaf fall","Platanus","no specification"
0,332,51,22,1964.90909090909,"First flower buds visible","Secale cereale","no specification"
0,164,11,19,2013.57894736842,"Leaf unfolding (first visible leaf stalk)","Platanus","no specification"
0,223,97,1,2000,"End of autumnal leaf fall (95% fallen)","Prunus cerasus","no specification"
0,173,60,1033,1973.63601161665,"Beginning of flowering ","Leucojum vernum","no specification"
0,173,11,6,2012,"Leaf unfolding (first visible leaf stalk)","Leucojum vernum","no specification"
0,223,65,101389,1979.04337748671,"Full flowering","Prunus cerasus","no specification"
0,332,0,12,1960.16666666667,"Sowing","Secale cereale","no specification"
0,203,96,3,2002,"Coloring of leaves (100%)","Juglans","no specification"
0,669,60,53,1981.58490566038,"Beginning of flowering ","Populus","no specification"
0,332,60,16,1964.875,"Beginning of flowering ","Secale cereale","no specification"
0,109,60,107744,1981.3897015147,"Beginning of flowering ","Forsythia suspensa","no specification"
0,182,60,254,1963.64173228346,"Beginning of flowering ","Cyclamen","no specification"
0,782,65,332,1986.82831325301,"Full flowering","Prunus amygdalis","no specification"
0,338,49,1,1972,"Skin set complete: (skin at apical end of tuber not removable with thumb) 95% of tubers in this stage","Solanum tuberosum","no specification"
0,782,85,28,2013.32142857143,"Soft dough","Prunus amygdalis","no specification"
0,208,86,1,1952,"First ripe fruits","Morus","no specification"
0,221,60,11,2013.45454545455,"Beginning of flowering ","Citrus sinensis","no specification"
0,221,85,6,2013,"Soft dough","Citrus sinensis","no specification"
0,782,95,166,1984.78313253012,"50 % autumnal leaf fall","Prunus amygdalis","no specification"
0,782,87,144,1988.46527777778,"Fruits ripe for picking","Prunus amygdalis","no specification"
0,220,81,38,1975.02631578947,"Beginning of ripening","Malus x domestica","no specification"
0,227,60,9161,1967.03951533675,"Beginning of flowering ","Pyrus communis","no specification"
0,783,11,5,1979.2,"Leaf unfolding (first visible leaf stalk)","Rosmarinus officinalis","no specification"
0,783,10,2,2012.5,"First leaves seperated (mouse ear)","Rosmarinus officinalis","no specification"
0,227,94,12,1984.58333333333,"Autumnal coloring of leaves (50%)","Pyrus communis","no specification"
0,440,130,185,2012.44864864865,"Harvest: corn","Zea mays","no specification"
0,787,65,13,2013.30769230769,"Full flowering","Foeniculum vulgare","no specification"
0,200,87,120333,1979.17465699351,"Fruits ripe for picking","Ribes grossularia","no specification"
0,200,11,124812,1979.99549722783,"Leaf unfolding (first visible leaf stalk)","Ribes grossularia","no specification"
0,440,65,212,1992.16509433962,"Full flowering","Zea mays","no specification"
0,227,86,2,2013,"First ripe fruits","Pyrus communis","no specification"
0,229,100,4,1961.25,"Harvest","Ribes rubrum","no specification"
0,310,60,47,1984.78723404255,"Beginning of flowering ","Brassica napus","no specification"
0,440,100,2267,1988.10233789149,"Harvest","Zea mays","no specification"
0,440,13,9,2013.44444444444,"Leaf unfolding (50%)","Zea mays","no specification"
0,440,87,42,2011.85714285714,"Fruits ripe for picking","Zea mays","no specification"
0,781,86,151,1987.7880794702,"First ripe fruits","Olea europea","no specification"
0,212,65,14,1967.78571428571,"Full flowering","Citrus ? limon","no specification"
0,222,11,122,1996.29508196721,"Leaf unfolding (first visible leaf stalk)","Prunus avium","no specification"
0,205,95,19,1981.36842105263,"50 % autumnal leaf fall","Prunus armeniaca","no specification"
0,500,60,676,1965.42899408284,"Beginning of flowering ","Trifolium","no specification"
0,227,87,1,2013,"Fruits ripe for picking","Pyrus communis","no specification"
0,220,96,348,1975.72413793103,"Coloring of leaves (100%)","Malus x domestica","no specification"
0,213,81,1,1988,"Beginning of ripening","Citrus reticulata","no specification"
0,232,100,33,1978.24242424242,"Harvest","Punica granatum","no specification"
0,220,100,41,1974.0243902439,"Harvest","Malus x domestica","no specification"
0,232,69,29,1979.58620689655,"End of flowering","Punica granatum","no specification"
0,550,31,68,2012.5,"First node just above surface detectable","Meadow","no specification"
0,781,81,22,2000.31818181818,"Beginning of ripening","Olea europea","no specification"
0,203,11,11,2007.54545454545,"Leaf unfolding (first visible leaf stalk)","Juglans","no specification"
0,272,11,60,1990.2,"Leaf unfolding (first visible leaf stalk)","Ribes alpinum","no specification"
0,273,60,20,1926.45,"Beginning of flowering ","Raphanus raphanistrum","no specification"
0,605,60,3,1927,"Beginning of flowering ","Cuscuta epithymum","no specification"
0,208,60,1,1952,"Beginning of flowering ","Morus","no specification"
0,110,63,24,2010.29166666667,"30% of flowers open, maize:male:beginning of pollen shedding,female: tips of stigmata visible","Picea abies (P.excelsa)","no specification"
0,214,69,28,1978.89285714286,"End of flowering","Citrus ? aurantium","no specification"
0,214,81,20,1972.1,"Beginning of ripening","Citrus ? aurantium","no specification"
0,335,100,22,1926.36363636364,"Harvest","Brassica rapa","no specification"
0,202,65,25,1972.16,"Full flowering","Prunus persica","no specification"
0,202,95,9,1969.88888888889,"50 % autumnal leaf fall","Prunus persica","no specification"
0,202,60,46955,1970.76207006709,"Beginning of flowering ","Prunus persica","no specification"
0,233,69,1,1976,"End of flowering","Prunus cerasifera","no specification"
0,272,60,30,1983.8,"Beginning of flowering ","Ribes alpinum","no specification"
0,220,65,1311,1978.44927536232,"Full flowering","Malus x domestica","no specification"
0,204,95,1,1953,"50 % autumnal leaf fall","Cydonia oblonga","no specification"
0,310,7,17,2011.94117647059,"Beginning of sprouting","Brassica napus","no specification"
0,215,95,11,1968.36363636364,"50 % autumnal leaf fall","Ficus","no specification"
0,310,31,12,2011.91666666667,"First node just above surface detectable","Brassica napus","no specification"
0,202,11,3,2013,"Leaf unfolding (first visible leaf stalk)","Prunus persica","no specification"
0,310,51,18,2012.05555555556,"First flower buds visible","Brassica napus","no specification"
0,215,87,1,2014,"Fruits ripe for picking","Ficus","no specification"
0,222,100,9,1980.55555555556,"Harvest","Prunus avium","no specification"
0,205,87,557,1972.10951526032,"Fruits ripe for picking","Prunus armeniaca","no specification"
0,220,60,4994,1980.92310772928,"Beginning of flowering ","Malus x domestica","no specification"
0,380,85,1,1951,"Soft dough","Gossypium","no specification"
0,223,11,14,2005.85714285714,"Leaf unfolding (first visible leaf stalk)","Prunus cerasus","no specification"
0,550,255,6,2014,NA,"Meadow","no specification"
0,380,10,4,1953.25,"First leaves seperated (mouse ear)","Gossypium","no specification"
0,204,65,1,1953,"Full flowering","Cydonia oblonga","no specification"
0,224,104,290,1989.78275862069,"grape harvest","Vitis vinifera","no specification"
0,440,55,472,2005.71398305085,"Middle of heading: half of inflorescence emerged","Zea mays","no specification"
0,223,96,1,2000,"Coloring of leaves (100%)","Prunus cerasus","no specification"
0,215,81,7,1974.71428571429,"Beginning of ripening","Ficus","no specification"
0,224,11,4473,1992.82450257098,"Leaf unfolding (first visible leaf stalk)","Vitis vinifera","no specification"
0,332,10,12,1960.16666666667,"First leaves seperated (mouse ear)","Secale cereale","no specification"
0,332,100,21,1965.47619047619,"Harvest","Secale cereale","no specification"
0,338,60,1,2014,"Beginning of flowering ","Solanum tuberosum","no specification"
0,781,95,41,1984.9512195122,"50 % autumnal leaf fall","Olea europea","no specification"
0,224,69,8673,1984.59414274184,"End of flowering","Vitis vinifera","no specification"
0,338,65,2,2013,"Full flowering","Solanum tuberosum","no specification"
0,336,10,90229,1977.41767059371,"First leaves seperated (mouse ear)","Beta vulgaris","no specification"
0,783,60,122,1985.22950819672,"Beginning of flowering ","Rosmarinus officinalis","no specification"
0,782,100,25,1967.64,"Harvest","Prunus amygdalis","no specification"
0,786,65,28,2013.64285714286,"Full flowering","Thymus vulgaris","no specification"
0,332,85,8,1968.125,"Soft dough","Secale cereale","no specification"
0,222,95,3749,1965.13043478261,"50 % autumnal leaf fall","Prunus avium","no specification"
0,203,97,4,2005,"End of autumnal leaf fall (95% fallen)","Juglans","no specification"
0,782,81,24,1967.625,"Beginning of ripening","Prunus amygdalis","no specification"
0,330,85,1,2013,"Soft dough","Hordeum vulgare","no specification"
0,110,39,65,2011.87692307692,"ending of growth,maximum stern length or rosette diameter reached","Picea abies (P.excelsa)","no specification"
0,669,65,9,1973.66666666667,"Full flowering","Populus","no specification"
0,669,97,94,1990.43617021277,"End of autumnal leaf fall (95% fallen)","Populus","no specification"
0,781,100,7,1968.42857142857,"Harvest","Olea europea","no specification"
0,227,11,3,2012.66666666667,"Leaf unfolding (first visible leaf stalk)","Pyrus communis","no specification"
0,380,0,4,1953.25,"Sowing","Gossypium","no specification"
0,204,60,1,1953,"Beginning of flowering ","Cydonia oblonga","no specification"
0,227,95,15,1981,"50 % autumnal leaf fall","Pyrus communis","no specification"
0,204,100,1,1953,"Harvest","Cydonia oblonga","no specification"
0,205,81,35,1977,"Beginning of ripening","Prunus armeniaca","no specification"
0,205,60,861,1975.23228803717,"Beginning of flowering ","Prunus armeniaca","no specification"
0,205,65,44,1982.95454545455,"Full flowering","Prunus armeniaca","no specification"
0,380,89,1,1951,"Fruits fully ripe","Gossypium","no specification"
0,333,85,5,2013.4,"Soft dough","Triticum aestivum","no specification"
0,223,86,7,2003.71428571429,"First ripe fruits","Prunus cerasus","no specification"
0,220,7,69,2012.49275362319,"Beginning of sprouting","Malus x domestica","no specification"
0,336,100,103798,1976.33280988073,"Harvest","Beta vulgaris","no specification"
0,203,95,69,1981.05797101449,"50 % autumnal leaf fall","Juglans","no specification"
0,233,81,1,1976,"Beginning of ripening","Prunus cerasifera","no specification"
0,209,60,1,2000,"Beginning of flowering ","Actinidia deliciosa","no specification"
0,220,69,3972,1980.47734138973,"End of flowering","Malus x domestica","no specification"
0,781,65,251,1989.53386454183,"Full flowering","Olea europea","no specification"
0,440,76,4,2014,"50% milk ripeness","Zea mays","no specification"
0,332,75,11,1964.72727272727,"Beginning of milk ripeness","Secale cereale","no specification"
0,500,103,36730,1966.16008712224,"first cut for hay winning","Trifolium","no specification"
0,550,101,33595,2000.68251227861,"25 % green in spring","Meadow","no specification"
0,213,60,3,1996.66666666667,"Beginning of flowering ","Citrus reticulata","no specification"
0,440,61,936,1981.13995726496,"Flowering 10% (male)","Zea mays","no specification"
0,781,60,299,1987.83946488294,"Beginning of flowering ","Olea europea","no specification"
0,780,65,5,1956,"Full flowering","Laurus nobilis","no specification"
0,370,100,2,1962.5,"Harvest","Nicotiana","no specification"
0,661,65,4,2013.75,"Full flowering","Cornus","no specification"
0,336,89,7,2011.85714285714,"Fruits fully ripe","Beta vulgaris","no specification"
0,669,11,229,1984.16593886463,"Leaf unfolding (first visible leaf stalk)","Populus","no specification"
0,337,61,6029,2000.14413667275,"Flowering 10% (male)","Helianthus annuus","no specification"
0,440,10,60552,1988.76753864447,"First leaves seperated (mouse ear)","Zea mays","no specification"
0,223,94,24,1984.45833333333,"Autumnal coloring of leaves (50%)","Prunus cerasus","no specification"
0,224,85,11,2013.18181818182,"Soft dough","Vitis vinifera","no specification"
0,787,15,13,2013.76923076923,"Leaf unfolding (5.true leaves, leaf pairs or whoris unfolded)","Foeniculum vulgare","no specification"
0,782,11,170,1990.55882352941,"Leaf unfolding (first visible leaf stalk)","Prunus amygdalis","no specification"
0,336,39,7,2008.71428571429,"ending of growth,maximum stern length or rosette diameter reached","Beta vulgaris","no specification"
0,336,0,81550,1977.97630901288,"Sowing","Beta vulgaris","no specification"
0,337,65,2,2013.5,"Full flowering","Helianthus annuus","no specification"
0,227,81,29,1977.93103448276,"Beginning of ripening","Pyrus communis","no specification"
0,223,100,49,1981.12244897959,"Harvest","Prunus cerasus","no specification"
0,233,100,2,1975.5,"Harvest","Prunus cerasifera","no specification"
0,222,69,6141,1974.09037616023,"End of flowering","Prunus avium","no specification"
0,224,255,54,2012.37037037037,NA,"Vitis vinifera","no specification"
0,663,60,2961,1978.12056737589,"Beginning of flowering ","Fragaria vesca","no specification"
0,224,7,15493,1976.71264442006,"Beginning of sprouting","Vitis vinifera","no specification"
0,223,87,114291,1978.44507441531,"Fruits ripe for picking","Prunus cerasus","no specification"
0,360,60,4,1927,"Beginning of flowering ","Humulus","no specification"
0,440,88,4,2014,"50% Wax yellow ripeness","Zea mays","no specification"
0,337,0,5803,2000.41254523522,"Sowing","Helianthus annuus","no specification"
0,220,95,3444,1980.19047619048,"50 % autumnal leaf fall","Malus x domestica","no specification"
0,550,102,21032,1995.88988208444,"first cut for silage winning","Meadow","no specification"
0,233,60,2,1975.5,"Beginning of flowering ","Prunus cerasifera","no specification"
0,330,55,1,2013,"Middle of heading: half of inflorescence emerged","Hordeum vulgare","no specification"
0,663,51,64,2008.03125,"First flower buds visible","Fragaria vesca","no specification"
0,337,60,28,2011.96428571429,"Beginning of flowering ","Helianthus annuus","no specification"
0,782,69,290,1985.44482758621,"End of flowering","Prunus amygdalis","no specification"
0,310,89,18,2011.94444444444,"Fruits fully ripe","Brassica napus","no specification"
0,781,85,16,2013,"Soft dough","Olea europea","no specification"
0,440,11,10,1997.1,"Leaf unfolding (first visible leaf stalk)","Zea mays","no specification"
0,220,87,79,1981.58227848101,"Fruits ripe for picking","Malus x domestica","no specification"
0,662,65,172,2012.99418604651,"Full flowering","Epilobium angustifolium","no specification"
0,222,60,11324,1971.58927940657,"Beginning of flowering ","Prunus avium","no specification"
0,370,0,1,1958,"Sowing","Nicotiana","no specification"
0,337,11,2,2013.5,"Leaf unfolding (first visible leaf stalk)","Helianthus annuus","no specification"
0,340,103,299,2012.98996655518,"first cut for hay winning","faenum","no specification"
0,440,31,21883,2000.16286615181,"First node just above surface detectable","Zea mays","no specification"
0,786,60,24,2013.625,"Beginning of flowering ","Thymus vulgaris","no specification"
0,780,86,2,1952.5,"First ripe fruits","Laurus nobilis","no specification"
0,222,81,10,1982.5,"Beginning of ripening","Prunus avium","no specification"
0,780,11,2,1959.5,"Leaf unfolding (first visible leaf stalk)","Laurus nobilis","no specification"
0,787,95,8,2013.125,"50 % autumnal leaf fall","Foeniculum vulgare","no specification"
0,225,87,103,1992.1067961165,"Fruits ripe for picking","Prunus domestica","no specification"
0,510,65,117040,1978.19900888585,"Full flowering",NA,"no specification"
0,330,11,1,2014,"Leaf unfolding (first visible leaf stalk)","Hordeum vulgare","no specification"
10,108,13,5363,1989.16035800858,"Leaf unfolding (50%)","Fagus","Fagus sylvatica"
10,108,10,55,2008.6,"First leaves seperated (mouse ear)","Fagus","Fagus sylvatica"
10,108,96,706,1966.94759206799,"Coloring of leaves (100%)","Fagus","Fagus sylvatica"
10,108,65,3,1973.33333333333,"Full flowering","Fagus","Fagus sylvatica"
10,108,86,47528,1974.45291196768,"First ripe fruits","Fagus","Fagus sylvatica"
10,108,11,131133,1980.95930086248,"Leaf unfolding (first visible leaf stalk)","Fagus","Fagus sylvatica"
10,108,95,37031,1994.96122167913,"50 % autumnal leaf fall","Fagus","Fagus sylvatica"
10,108,19,19,1926.36842105263,"Leaf unfolding (9.true leaves, leaf pairs or whoris unfolded)","Fagus","Fagus sylvatica"
10,108,60,16575,1975.512760181,"Beginning of flowering ","Fagus","Fagus sylvatica"
10,108,97,4560,1998.87894736842,"End of autumnal leaf fall (95% fallen)","Fagus","Fagus sylvatica"
10,108,94,129958,1980.97854691516,"Autumnal coloring of leaves (50%)","Fagus","Fagus sylvatica"
11,108,95,1,2010,"50 % autumnal leaf fall","Fagus","Fagus sylvatica Hardegsen"
11,108,11,4,2011.5,"Leaf unfolding (first visible leaf stalk)","Fagus","Fagus sylvatica Hardegsen"
11,108,94,1,2010,"Autumnal coloring of leaves (50%)","Fagus","Fagus sylvatica Hardegsen"
12,108,11,1,2010,"Leaf unfolding (first visible leaf stalk)","Fagus","Fagus sylvatica D"
13,108,11,2,2011,"Leaf unfolding (first visible leaf stalk)","Fagus","Fagus sylvatica Trippstadt"
20,106,13,2040,2005.24411764706,"Leaf unfolding (50%)","Betula","Betula pendula (B. verrucosa| B. alba)"
20,106,7,43,2012.97674418605,"Beginning of sprouting","Betula","Betula pendula (B. verrucosa| B. alba)"
20,106,11,157314,1981.0685062995,"Leaf unfolding (first visible leaf stalk)","Betula","Betula pendula (B. verrucosa| B. alba)"
20,201,60,1,2013,"Beginning of flowering ","Rubus idaeus","Betula pendula (B. verrucosa| B. alba)"
20,106,94,140295,1981.72392458748,"Autumnal coloring of leaves (50%)","Betula","Betula pendula (B. verrucosa| B. alba)"
20,106,61,52,2011.65384615385,"Flowering 10% (male)","Betula","Betula pendula (B. verrucosa| B. alba)"
20,106,96,19,2010.94736842105,"Coloring of leaves (100%)","Betula","Betula pendula (B. verrucosa| B. alba)"
20,106,60,39173,1999.07586858295,"Beginning of flowering ","Betula","Betula pendula (B. verrucosa| B. alba)"
20,220,60,1052,2013,"Beginning of flowering ","Malus x domestica","Betula pendula (B. verrucosa| B. alba)"
20,106,65,270,2012.7962962963,"Full flowering","Betula","Betula pendula (B. verrucosa| B. alba)"
20,106,89,34,2011.79411764706,"Fruits fully ripe","Betula","Betula pendula (B. verrucosa| B. alba)"
20,106,97,1202,1980.50998336106,"End of autumnal leaf fall (95% fallen)","Betula","Betula pendula (B. verrucosa| B. alba)"
20,106,10,1221,1991.70434070434,"First leaves seperated (mouse ear)","Betula","Betula pendula (B. verrucosa| B. alba)"
20,201,65,1,2013,"Full flowering","Rubus idaeus","Betula pendula (B. verrucosa| B. alba)"
20,106,15,74,2011.85135135135,"Leaf unfolding (5.true leaves, leaf pairs or whoris unfolded)","Betula","Betula pendula (B. verrucosa| B. alba)"
20,106,86,1,1974,"First ripe fruits","Betula","Betula pendula (B. verrucosa| B. alba)"
20,106,95,722,2001.28808864266,"50 % autumnal leaf fall","Betula","Betula pendula (B. verrucosa| B. alba)"
20,201,11,2,2013,"Leaf unfolding (first visible leaf stalk)","Rubus idaeus","Betula pendula (B. verrucosa| B. alba)"
21,106,89,26,2011.11538461538,"Fruits fully ripe","Betula","Betula pubescens"
21,106,61,62,2011.77419354839,"Flowering 10% (male)","Betula","Betula pubescens"
21,106,95,4,2011.5,"50 % autumnal leaf fall","Betula","Betula pubescens"
21,106,94,1378,1989.86647314949,"Autumnal coloring of leaves (50%)","Betula","Betula pubescens"
21,106,96,15,2014,"Coloring of leaves (100%)","Betula","Betula pubescens"
21,106,60,555,1977.3963963964,"Beginning of flowering ","Betula","Betula pubescens"
21,106,7,48,2012.95833333333,"Beginning of sprouting","Betula","Betula pubescens"
21,106,10,429,2003.44988344988,"First leaves seperated (mouse ear)","Betula","Betula pubescens"
21,106,15,82,2011.87804878049,"Leaf unfolding (5.true leaves, leaf pairs or whoris unfolded)","Betula","Betula pubescens"
21,106,97,1124,1986.49644128114,"End of autumnal leaf fall (95% fallen)","Betula","Betula pubescens"
21,106,11,1653,1983.3206291591,"Leaf unfolding (first visible leaf stalk)","Betula","Betula pubescens"
30,115,97,500,1985.204,"End of autumnal leaf fall (95% fallen)","Acer","Acer platanoides"
30,115,10,60,2007.73333333333,"First leaves seperated (mouse ear)","Acer","Acer platanoides"
30,115,94,520,1985.08269230769,"Autumnal coloring of leaves (50%)","Acer","Acer platanoides"
30,115,11,3031,1965.69350049489,"Leaf unfolding (first visible leaf stalk)","Acer","Acer platanoides"
30,220,65,1,2012,"Full flowering","Malus x domestica","Acer platanoides"
30,115,60,97380,1981.16530088314,"Beginning of flowering ","Acer","Acer platanoides"
30,115,86,59,2007.64406779661,"First ripe fruits","Acer","Acer platanoides"
31,115,60,588,1995.08503401361,"Beginning of flowering ","Acer","Acer pseudoplatanus"
31,115,10,44,2006,"First leaves seperated (mouse ear)","Acer","Acer pseudoplatanus"
31,116,60,21,2012.52380952381,"Beginning of flowering ","Crataegus","Acer pseudoplatanus"
31,115,95,111,2012.0990990991,"50 % autumnal leaf fall","Acer","Acer pseudoplatanus"
31,115,7,113,2012.22123893805,"Beginning of sprouting","Acer","Acer pseudoplatanus"
31,115,13,2006,2005.13210368893,"Leaf unfolding (50%)","Acer","Acer pseudoplatanus"
31,115,11,9861,1990.20626711287,"Leaf unfolding (first visible leaf stalk)","Acer","Acer pseudoplatanus"
31,115,94,400,2012.7225,"Autumnal coloring of leaves (50%)","Acer","Acer pseudoplatanus"
31,116,86,20,2012.55,"First ripe fruits","Crataegus","Acer pseudoplatanus"
31,116,11,24,2012.5,"Leaf unfolding (first visible leaf stalk)","Crataegus","Acer pseudoplatanus"
31,115,86,70,1957.47142857143,"First ripe fruits","Acer","Acer pseudoplatanus"
31,116,10,24,2012.5,"First leaves seperated (mouse ear)","Crataegus","Acer pseudoplatanus"
40,102,94,4,2002.25,"Autumnal coloring of leaves (50%)","Alnus","Alnus glutinosa"
40,102,65,30,1985.8,"Full flowering","Alnus","Alnus glutinosa"
40,102,97,1,2014,"End of autumnal leaf fall (95% fallen)","Alnus","Alnus glutinosa"
40,102,96,1,2014,"Coloring of leaves (100%)","Alnus","Alnus glutinosa"
40,102,10,64,2008.046875,"First leaves seperated (mouse ear)","Alnus","Alnus glutinosa"
40,102,86,1,2002,"First ripe fruits","Alnus","Alnus glutinosa"
40,102,60,84267,1983.52435710302,"Beginning of flowering ","Alnus","Alnus glutinosa"
40,102,11,91922,1983.71851134658,"Leaf unfolding (first visible leaf stalk)","Alnus","Alnus glutinosa"
40,102,95,5,1992.8,"50 % autumnal leaf fall","Alnus","Alnus glutinosa"
41,102,61,30,2012.93333333333,"Flowering 10% (male)","Alnus","Alnus incana"
41,102,10,18,2008.61111111111,"First leaves seperated (mouse ear)","Alnus","Alnus incana"
41,102,11,19,2008.73684210526,"Leaf unfolding (first visible leaf stalk)","Alnus","Alnus incana"
41,102,60,722,1989.68559556787,"Beginning of flowering ","Alnus","Alnus incana"
50,125,65,1,2014,"Full flowering","Salix","Salix caprea"
50,125,60,147224,1978.99044992664,"Beginning of flowering ","Salix","Salix caprea"
50,125,11,44,2006,"Leaf unfolding (first visible leaf stalk)","Salix","Salix caprea"
50,125,94,143,2010.16783216783,"Autumnal coloring of leaves (50%)","Salix","Salix caprea"
50,125,95,100,2012,"50 % autumnal leaf fall","Salix","Salix caprea"
50,125,97,45,2006.17777777778,"End of autumnal leaf fall (95% fallen)","Salix","Salix caprea"
51,125,11,20,2000.95,"Leaf unfolding (first visible leaf stalk)","Salix","Salix aurita"
51,125,60,36,1990.61111111111,"Beginning of flowering ","Salix","Salix aurita"
51,125,95,3,2011,"50 % autumnal leaf fall","Salix","Salix aurita"
51,125,65,34,1984.02941176471,"Full flowering","Salix","Salix aurita"
51,125,94,1,2010,"Autumnal coloring of leaves (50%)","Salix","Salix aurita"
51,125,97,31,1991.16129032258,"End of autumnal leaf fall (95% fallen)","Salix","Salix aurita"
52,125,60,4,2007.5,"Beginning of flowering ","Salix","Salix viminalis"
52,125,65,28,1984.42857142857,"Full flowering","Salix","Salix viminalis"
52,125,97,56,1991.69642857143,"End of autumnal leaf fall (95% fallen)","Salix","Salix viminalis"
52,125,11,32,1996.75,"Leaf unfolding (first visible leaf stalk)","Salix","Salix viminalis"
53,125,11,42,1999.2619047619,"Leaf unfolding (first visible leaf stalk)","Salix","Salix smithiana"
53,125,65,3,2011,"Full flowering","Salix","Salix smithiana"
53,125,60,54,1986.38888888889,"Beginning of flowering ","Salix","Salix smithiana"
53,125,97,62,1993.35483870968,"End of autumnal leaf fall (95% fallen)","Salix","Salix smithiana"
53,125,95,4,2011.5,"50 % autumnal leaf fall","Salix","Salix smithiana"
53,125,94,1,2010,"Autumnal coloring of leaves (50%)","Salix","Salix smithiana"
58,125,95,4,2011.5,"50 % autumnal leaf fall","Salix","Salix acutifolia"
58,125,60,3,2011,"Beginning of flowering ","Salix","Salix acutifolia"
58,125,65,3,2011,"Full flowering","Salix","Salix acutifolia"
58,125,94,1,2010,"Autumnal coloring of leaves (50%)","Salix","Salix acutifolia"
58,125,11,4,2011.5,"Leaf unfolding (first visible leaf stalk)","Salix","Salix acutifolia"
60,669,60,143,1984.48951048951,"Beginning of flowering ","Populus","Populus tremula"
60,669,97,707,1988.12729844413,"End of autumnal leaf fall (95% fallen)","Populus","Populus tremula"
60,669,96,14,2014,"Coloring of leaves (100%)","Populus","Populus tremula"
60,669,11,1145,1983.58602620087,"Leaf unfolding (first visible leaf stalk)","Populus","Populus tremula"
60,669,95,1,2010,"50 % autumnal leaf fall","Populus","Populus tremula"
60,669,15,78,2011.83333333333,"Leaf unfolding (5.true leaves, leaf pairs or whoris unfolded)","Populus","Populus tremula"
60,669,94,574,1999.2456445993,"Autumnal coloring of leaves (50%)","Populus","Populus tremula"
61,669,60,1,1967,"Beginning of flowering ","Populus","Populus nigra"
61,669,11,1,1958,"Leaf unfolding (first visible leaf stalk)","Populus","Populus nigra"
61,669,65,2,1962.5,"Full flowering","Populus","Populus nigra"
61,669,94,1,1987,"Autumnal coloring of leaves (50%)","Populus","Populus nigra"
64,669,11,1,2010,"Leaf unfolding (first visible leaf stalk)","Populus","Populus canescens"
64,669,94,1,2010,"Autumnal coloring of leaves (50%)","Populus","Populus canescens"
64,669,95,1,2010,"50 % autumnal leaf fall","Populus","Populus canescens"
70,129,94,5133,1997.56049094097,"Autumnal coloring of leaves (50%)","Tilia","Tilia cordata"
70,129,13,1665,2004.90990990991,"Leaf unfolding (50%)","Tilia","Tilia cordata"
70,129,11,58950,1973.56150975403,"Leaf unfolding (first visible leaf stalk)","Tilia","Tilia cordata"
70,129,86,2,1979.5,"First ripe fruits","Tilia","Tilia cordata"
70,129,95,507,1991.86390532544,"50 % autumnal leaf fall","Tilia","Tilia cordata"
70,129,60,59920,1973.52376502003,"Beginning of flowering ","Tilia","Tilia cordata"
70,129,96,1,2014,"Coloring of leaves (100%)","Tilia","Tilia cordata"
70,129,10,65,2008.10769230769,"First leaves seperated (mouse ear)","Tilia","Tilia cordata"
70,129,97,1278,1986.1744913928,"End of autumnal leaf fall (95% fallen)","Tilia","Tilia cordata"
70,129,65,643,1995.56765163297,"Full flowering","Tilia","Tilia cordata"
71,129,94,313,2006.47284345048,"Autumnal coloring of leaves (50%)","Tilia","Tilia platyphyllos"
71,129,65,556,2000.10251798561,"Full flowering","Tilia","Tilia platyphyllos"
71,129,95,74,1983.93243243243,"50 % autumnal leaf fall","Tilia","Tilia platyphyllos"
71,129,97,10,2008.2,"End of autumnal leaf fall (95% fallen)","Tilia","Tilia platyphyllos"
71,129,96,9,2009.11111111111,"Coloring of leaves (100%)","Tilia","Tilia platyphyllos"
71,129,11,87148,1970.58976683343,"Leaf unfolding (first visible leaf stalk)","Tilia","Tilia platyphyllos"
71,129,86,7,1999,"First ripe fruits","Tilia","Tilia platyphyllos"
71,129,13,271,2013.0147601476,"Leaf unfolding (50%)","Tilia","Tilia platyphyllos"
71,129,60,124141,1978.87766330221,"Beginning of flowering ","Tilia","Tilia platyphyllos"
81,140,60,5,2003,"Beginning of flowering ","Pinus","Pinus nigra"
